https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,n処理終了,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
確認番号,業種,業態,施設名,施設-住所1,施設-マンション名,申請者1,申請-住所1,申請-マンション名,施設-電話番号1,申請-電話番号1,許可期間開始日,許可期間終了日,許可年月日,開業年月日,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
許可番号,営業の種類,細業種,施設の名称,施設所在地,施設所在地ビル名,営業者氏名,営業者住所,営業者住所ビル名,施設電話番号,営業者電話番号,有効期間始期,有効期間終期,施行年月日,初回施行日,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
3津保第6-6号,魚介類販売業,一般,原水産,大治町砂子西腰掛畑１８９４,,原 孝之,,,,,2021/12/27,2026/12/31,2021/12/27,2021/12/27,,254,原水産,052,,,,,大治町砂子西腰掛畑１８９４,愛知県海部郡大治町砂子西腰掛畑１８９４,,134551,23,23424,砂子,,2021/12/27,2021/12/27,2021/12/27,2026/12/31,,原 孝之,,,,,,,,,3津保第6-6号,,魚介類販売業, 一般,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,I,58,,,原水産13455123424,3252aaff-2357-4592-9939-644032d8fc32,,personal,9e046707-5090-41b8-8fdf-b7979e3dadac,2021/12/27,原水産,原水産,
3津保第14-168号,飲食店営業,喫茶店,喫茶ミントハウス,大治町大字中島字深田２３－１,,井上 法廣,,,052-441-2561,,2022/02/01,2028/01/31,2021/12/10,2021/12/10,,254,喫茶ミントハウス,052,052-441-2561,,,,大治町大字中島字深田２３－１,愛知県海部郡大治町中島字深田２３－１,,134552,23,23424,中島,,2021/12/10,2021/12/10,2022/02/01,2028/01/31,,井上 法廣,,,,,,,,,3津保第14-168号,,飲食店営業, 喫茶店,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,喫茶ミントハウス052-441-256113455223424,767a9901-5fb1-40f2-a462-7254de46b571,,personal,f0640d76-c988-4a4d-8e38-9ffdb46a50e4,2021/12/10,喫茶ミントハウス,喫茶ミントハウス,
3津保第14-165号,飲食店営業,一般食堂・レストラン等,有限会社 えびすや,大治町大字長牧字前田３番地,,有限会社 えびすや,愛知県海部郡大治町大字長牧字前田３番地,,052-441-6588,052-441-6588,2022/04/01,2028/03/31,2021/12/10,2021/12/10,,254,有限会社 えびすや,052,052-441-6588,,,,大治町大字長牧字前田３番地,愛知県海部郡大治町長牧字前田３番地,,134553,23,23424,長牧,,2021/12/10,2021/12/10,2022/04/01,2028/03/31,有限会社 えびすや,,052-441-6588,愛知県海部郡大治町大字長牧字前田３番地,愛知県海部郡大治町長牧字前田３番地,,134553,愛知県,海部郡大治町,長牧,3津保第14-165号,,飲食店営業, 一般食堂・レストラン等,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,有限会社えびすや052-441-658813455323424,82eca7fa-d719-4e1f-a372-2093f00e40dc,有限会社えびすや134553,98f184ae-6959-4bdb-89a2-d60f441d965a,ceb44ddc-9838-4dc7-81ab-10f0406c2871,2021/12/10,有限会社えびすや,有限会社えびすや,有限会社えびすや
3津保第14-196号,飲食店営業,一般食堂・レストラン等,みるくはうす,大治町大字西條字壱町田２７,,秋田 志津子,,,,,2022/02/01,2028/01/31,2021/12/21,2021/12/21,,254,みるくはうす,052,,,,,大治町大字西條字壱町田２７,愛知県海部郡大治町西条字壱町田２７,,134554,23,23424,西条,,2021/12/21,2021/12/21,2022/02/01,2028/01/31,,秋田 志津子,,,,,,,,,3津保第14-196号,,飲食店営業, 一般食堂・レストラン等,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,みるくはうす13455423424,ca141d5c-e643-4f60-90c4-f4b08739da87,,personal,6aef9c5a-817c-479f-8954-b2e953ac390d,2021/12/21,みるくはうす,みるくはうす,
3津保第1-147号,飲食店営業,一般食堂・レストラン等,焼肉 炎-musubi 大治店,大治町大字西條字大辻１００番地の１,,株式会社松門,愛知県海部郡大治町大字西條字大辻１００番地の１,,052-526-7729,052-526-7729,2021/12/23,2027/12/31,2021/12/23,2021/12/23,,254,焼肉 炎-musubi 大治店,052,052-526-7729,,,,大治町大字西條字大辻１００番地の１,愛知県海部郡大治町西条字大辻１００番地ノ１,,134554,23,23424,西条,,2021/12/23,2021/12/23,2021/12/23,2027/12/31,株式会社松門,,052-526-7729,愛知県海部郡大治町大字西條字大辻１００番地の１,愛知県海部郡大治町西条字大辻１００番地ノ１,,134554,愛知県,海部郡大治町,西条,3津保第1-147号,,飲食店営業, 一般食堂・レストラン等,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,焼肉炎ｍｕｓｕｂｉ大治店052-526-772913455423424,9422cfad-9ce7-4dca-bd00-5f05c6942f09,株式会社松門134554,66a9bec4-8e69-47df-a106-5f13ebec12a5,5e5728ed-faf7-4542-9771-7c56ac4f1561,2021/12/23,焼肉　炎－ｍｕｓｕｂｉ　大治店,焼肉炎ｍｕｓｕｂｉ大治店,株式会社松門
3津保第5-7号,食肉販売業,一般,焼肉 炎-musubi 大治店,大治町大字西條字大辻１００番地の１,,株式会社松門,愛知県海部郡大治町大字西條字大辻１００番地の１,,052-526-7729,052-526-7729,2021/12/23,2027/12/31,2021/12/23,2021/12/23,,254,焼肉 炎-musubi 大治店,052,052-526-7729,,,,大治町大字西條字大辻１００番地の１,愛知県海部郡大治町西条字大辻１００番地ノ１,,134554,23,23424,西条,,2021/12/23,2021/12/23,2021/12/23,2027/12/31,株式会社松門,,052-526-7729,愛知県海部郡大治町大字西條字大辻１００番地の１,愛知県海部郡大治町西条字大辻１００番地ノ１,,134554,愛知県,海部郡大治町,西条,3津保第5-7号,,食肉販売業, 一般,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,I,58,583,,焼肉炎ｍｕｓｕｂｉ大治店052-526-772913455423424,9422cfad-9ce7-4dca-bd00-5f05c6942f09,株式会社松門134554,66a9bec4-8e69-47df-a106-5f13ebec12a5,cecaace3-1209-4489-aa3f-dac5e7447564,2021/12/23,焼肉　炎－ｍｕｓｕｂｉ　大治店,焼肉炎ｍｕｓｕｂｉ大治店,株式会社松門
3津保第14-166号,飲食店営業,一般食堂・レストラン等,花梨,大治町大字花常字人見３２－１,,片桐 子,,,052-443-5028,,2022/03/01,2028/02/29,2021/12/10,2021/12/10,,254,花梨,052,052-443-5028,,,,大治町大字花常字人見３２－１,愛知県海部郡大治町花常字人見３２－１,,134555,23,23424,花常,,2021/12/10,2021/12/10,2022/03/01,2028/02/29,,片桐 子,,,,,,,,,3津保第14-166号,,飲食店営業, 一般食堂・レストラン等,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,花梨052-443-502813455523424,5e73399c-f2b2-4b3c-9db1-bdcd0274dfa9,,personal,85bc5ab0-394b-4175-bc18-7ab4c5d8feec,2021/12/10,花梨,花梨,
3津保第14-164号,飲食店営業,一般食堂・レストラン等,ＰＯＮＯ ＭＡＨＩＮＡ,大治町東條砂島９,ホワイトスクエア ２Ｆ,中野 幸仁,,,052-441-0860,,2022/03/01,2028/02/29,2021/12/10,2021/12/10,,254,ＰＯＮＯ ＭＡＨＩＮＡ,052,052-441-0860,,,,大治町東條砂島９,愛知県海部郡大治町東条砂島９,ホワイトスクエア ２Ｆ,134556,23,23424,東条,,2021/12/10,2021/12/10,2022/03/01,2028/02/29,,中野 幸仁,,,,,,,,,3津保第14-164号,,飲食店営業, 一般食堂・レストラン等,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,ＰＯＮＯＭＡＨＩＮＡ052-441-086013455623424,eb6aabd3-26f5-4b23-ad66-f70583dbfb83,,personal,41994558-98e0-4d55-bf78-b9ca02fbd84e,2021/12/10,ＰＯＮＯ　ＭＡＨＩＮＡ,ＰＯＮＯＭＡＨＩＮＡ,
3津保第14-167号,飲食店営業,その他,ハニービー,大治町大字馬島字西深田２－１,寿ビル１階,二ノ宮 賢一,,,052-444-8818,,2022/02/01,2028/01/31,2021/12/10,2021/12/10,,254,ハニービー,052,052-444-8818,,,,大治町大字馬島字西深田２－１,愛知県海部郡大治町馬島字西深田２－１,寿ビル１階,134558,23,23424,馬島,,2021/12/10,2021/12/10,2022/02/01,2028/01/31,,二ノ宮 賢一,,,,,,,,,3津保第14-167号,,飲食店営業, その他,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,ハニビ052-444-881813455823424,fab6afaf-0666-460f-9160-da2c11981950,,personal,388529ca-da38-4e8b-843a-1f6950dbabf3,2021/12/10,ハニービー,ハニビ,
3津保第14-171号,飲食店営業,一般食堂・レストラン等,有限会社 丸河,蟹江町城二丁目１００番地,,有限会社 丸河,愛知県海部郡蟹江町城二丁目１００番地,,05679-5-1001,05679-5-1001,2022/03/01,2028/02/29,2021/12/13,2021/12/13,,254,有限会社 丸河,0567,05679-5-1001,,,,蟹江町城二丁目１００番地,愛知県海部郡蟹江町城２丁目１００番地,,134649,23,23425,城２,,2021/12/13,2021/12/13,2022/03/01,2028/02/29,有限会社 丸河,,0567-95-1001,愛知県海部郡蟹江町城二丁目１００番地,愛知県海部郡蟹江町城２丁目１００番地,,134649,愛知県,海部郡蟹江町,城２,3津保第14-171号,,飲食店営業, 一般食堂・レストラン等,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,有限会社丸河05679-5-100113464923425,448c5638-6dee-4a78-8bbe-0280076c1c2c,有限会社丸河134649,26d43d88-e928-40eb-9c04-799555cdbcf6,a4078a56-046b-4ecd-82ef-cad55bc19440,2021/12/13,有限会社丸河,有限会社丸河,有限会社丸河
3津保第14-177号,飲食店営業,その他,居酒屋 キララ,蟹江町大字今字上六反田１３,,服部 陽子,,,,,2022/02/01,2027/01/31,2021/12/13,2021/12/13,,254,居酒屋 キララ,0567,,,,,蟹江町大字今字上六反田１３,愛知県海部郡蟹江町今字上六反田１３,,134561,23,23425,今,,2021/12/13,2021/12/13,2022/02/01,2027/01/31,,服部 陽子,,,,,,,,,3津保第14-177号,,飲食店営業, その他,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,居酒屋キララ13456123425,0ab021a5-453f-4dc9-bb92-2ad6ed9ebb15,,personal,2fbf0835-14b9-42b8-b918-a9be8a32b910,2021/12/13,居酒屋　キララ,居酒屋キララ,
3津保第14-178号,飲食店営業,喫茶店,カフェ・トムソーヤ,蟹江町今西一丁目２２８,,市村 敏雄,,,0567-95-1439,,2022/02/01,2028/01/31,2021/12/13,2021/12/13,,254,カフェ・トムソーヤ,0567,0567-95-1439,,,,蟹江町今西一丁目２２８,愛知県海部郡蟹江町今西１丁目２２８,,134629,23,23425,今西１,,2021/12/13,2021/12/13,2022/02/01,2028/01/31,,市村 敏雄,,,,,,,,,3津保第14-178号,,飲食店営業, 喫茶店,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,カフェトムソヤ0567-95-143913462923425,3cd6e5ea-7c4f-42a0-9b43-aed2dd93c8b2,,personal,d08cf41d-3b5b-4324-b6df-c6344669f131,2021/12/13,カフェ・トムソーヤ,カフェトムソヤ,
3津保第1-145号,飲食店営業,簡易な営業,ファミリーマート蟹江新田店,蟹江町大字蟹江新田字大海用３１番地１,,加藤 祐也,,,0567-94-6626,,2021/12/23,2027/12/31,2021/12/23,2021/12/23,,254,ファミリーマート蟹江新田店,0567,0567-94-6626,,,,蟹江町大字蟹江新田字大海用３１番地１,愛知県海部郡蟹江町蟹江新田字大海用３１番地１,,134562,23,23425,蟹江新田,,2021/12/23,2021/12/23,2021/12/23,2027/12/31,,加藤 祐也,,,,,,,,,3津保第1-145号,,飲食店営業, 簡易な営業,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,ファミリマト蟹江新田店0567-94-662613456223425,72a2d237-97a2-409a-bb2f-77b99f1c1a22,,personal,0c6e4eab-7778-4b0a-a144-fc98b38664fd,2021/12/23,ファミリーマート蟹江新田店,ファミリマト蟹江新田店,
3津保第14-197号,飲食店営業,集団給食施設,日清医療食品株式会社船入病院事業所,蟹江町宝１丁目５９６番地,,日清医療食品株式会社,東京都千代田区丸の内２－７－３,,0567-96-6127,03-3287-3611,2022/02/01,2028/01/31,2021/12/27,2021/12/27,,254,日清医療食品株式会社船入病院事業所,0567,0567-96-6127,,,,蟹江町宝１丁目５９６番地,愛知県海部郡蟹江町宝１丁目５９６番地,,134633,23,23425,宝１,,2021/12/27,2021/12/27,2022/02/01,2028/01/31,日清医療食品株式会社,,03-3287-3611,東京都千代田区丸の内２－７－３,東京都千代田区丸ノ内２－７－３,,72931,東京都,千代田区,丸の内２,3津保第14-197号,,飲食店営業, 集団給食施設,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,日清医療食品株式会社船入病院事業所0567-96-612713463323425,6b4d21b8-8e35-4a8a-bee2-657f3d4422f7,日清医療食品株式会社72931,caed14bb-a0f4-4953-b6b1-63211d3b8f27,73e48efb-a8a7-49a7-bd2e-4150c7ffc2c1,2021/12/27,日清医療食品株式会社船入病院事業所,日清医療食品株式会社船入病院事業所,日清医療食品株式会社
3津保第14-172号,飲食店営業,その他,ケンタッキーフライドチキン蟹江店,蟹江町源氏１－１５９,,チタカ・インターナショナル・フーズ株式会社,愛知県北名古屋市沖村山ノ神５４番地,,0567-94-2035,052-581-4441,2022/04/01,2028/03/31,2021/12/13,2021/12/13,,254,ケンタッキーフライドチキン蟹江店,0567,0567-94-2035,,,,蟹江町源氏１－１５９,愛知県海部郡蟹江町源氏１－１５９,,134574,23,23425,源氏１,,2021/12/13,2021/12/13,2022/04/01,2028/03/31,チタカ・インターナショナル・フーズ株式会社,,052-581-4441,愛知県北名古屋市沖村山ノ神５４番地,愛知県北名古屋市沖村山ノ神５４番地,,132063,愛知県,北名古屋市,沖村山ノ神,3津保第14-172号,,飲食店営業, その他,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,ケンタッキフライドチキン蟹江店0567-94-203513457423425,bc6d6bda-8d18-428c-a54c-b7a3a352e8b9,チタカ・インターナショナル・フーズ株式会社132063,e2fe45b3-112a-4406-80bf-269c50bc0b94,f87a51fa-0bfa-402d-b9c8-0ff106e4ff77,2021/12/13,ケンタッキーフライドチキン蟹江店,ケンタッキフライドチキン蟹江店,チタカ・インターナショナル・フーズ株式会社
3津保第1-143号,飲食店営業,一般食堂・レストラン等,インドカレーツルシ,蟹江町源氏４丁目２０,,株式会社Ｇｏｏｄ Ｖｉｓｉｏｎ,愛知県稲沢市井之口小番戸町３８番地,,0567-95-8111,0587-81-5661,2021/12/21,2027/12/31,2021/12/21,2021/12/21,,254,インドカレーツルシ,0567,0567-95-8111,,,,蟹江町源氏４丁目２０,愛知県海部郡蟹江町源氏４丁目２０,,134577,23,23425,源氏４,,2021/12/21,2021/12/21,2021/12/21,2027/12/31,株式会社Ｇｏｏｄ Ｖｉｓｉｏｎ,,0587-81-5661,愛知県稲沢市井之口小番戸町３８番地,愛知県稲沢市井ノ口小番戸町３８番地,,127832,愛知県,稲沢市,井ノ口小番戸町,3津保第1-143号,,飲食店営業, 一般食堂・レストラン等,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,インドカレツルシ0567-95-811113457723425,c4ca57c1-1334-490c-a41e-91fdf9d18397,株式会社Ｇｏｏｄ　Ｖｉｓｉｏｎ127832,f1e8af5d-5427-458f-9014-0153ff53095d,ae822cc3-7d23-45e9-b128-7ee27e884f70,2021/12/21,インドカレーツルシ,インドカレツルシ,株式会社Ｇｏｏｄ　Ｖｉｓｉｏｎ
3津保第1-146号,飲食店営業,一般食堂・レストラン等,肉采酒房 肉神,蟹江町須成西１－９,,亀田 早紀,,,0567-58-5900,,2021/12/23,2027/12/31,2021/12/23,2021/12/23,,254,肉采酒房 肉神,0567,0567-58-5900,,,,蟹江町須成西１－９,愛知県海部郡蟹江町須成西１－９,,134608,23,23425,須成西１,,2021/12/23,2021/12/23,2021/12/23,2027/12/31,,亀田 早紀,,,,,,,,,3津保第1-146号,,飲食店営業, 一般食堂・レストラン等,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,肉采酒房肉神0567-58-590013460823425,c54551c3-26a5-4f42-8cc8-a208d8cac761,,personal,b287db9d-f5d4-4f19-ba62-e91b4272e4a0,2021/12/23,肉采酒房　肉神,肉采酒房肉神,
3津保第14-176号,飲食店営業,一般食堂・レストラン等,炭火焼肉 正力,蟹江町須成西９丁目７番地,,有限会社 正力,愛知県海部郡蟹江町須成西９丁目７番地,,05679-5-2949,05679-5-2949,2022/04/01,2028/03/31,2021/12/13,2021/12/13,,254,炭火焼肉 正力,0567,05679-5-2949,,,,蟹江町須成西９丁目７番地,愛知県海部郡蟹江町須成西９丁目７番地,,134616,23,23425,須成西９,,2021/12/13,2021/12/13,2022/04/01,2028/03/31,有限会社 正力,,0567-95-2949,愛知県海部郡蟹江町須成西９丁目７番地,愛知県海部郡蟹江町須成西９丁目７番地,,134616,愛知県,海部郡蟹江町,須成西９,3津保第14-176号,,飲食店営業, 一般食堂・レストラン等,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,炭火焼肉正力05679-5-294913461623425,578ad904-5cd7-4c94-9b81-034f6b4c84be,有限会社正力134616,b8d40263-0723-4023-8edd-2d01251b0d0b,b3665516-329a-4089-8747-1b9cf534c31e,2021/12/13,炭火焼肉　正力,炭火焼肉正力,有限会社正力
3津保第14-174号,飲食店営業,一般食堂・レストラン等,喫茶・軽食 スイセン,蟹江町西之森７丁目７８,,戸谷 貴之,,,0567-95-9100,,2022/04/01,2028/03/31,2021/12/13,2021/12/13,,254,喫茶・軽食 スイセン,0567,0567-95-9100,,,,蟹江町西之森７丁目７８,愛知県海部郡蟹江町西ノ森７丁目７８,,134625,23,23425,西ノ森７,,2021/12/13,2021/12/13,2022/04/01,2028/03/31,,戸谷 貴之,,,,,,,,,3津保第14-174号,,飲食店営業, 一般食堂・レストラン等,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,喫茶軽食スイセン0567-95-910013462523425,1340051f-82f6-4471-8cb9-52f960259268,,personal,7e7d7990-64d9-453b-8163-948c3191fcc8,2021/12/13,喫茶・軽食　スイセン,喫茶軽食スイセン,
3津保第14-170号,飲食店営業,その他,創作居酒家 和いず,蟹江町本町１０丁目３８番地,Y’ｓ House １F,濱田 真弓,,,,,2022/03/01,2028/02/29,2021/12/13,2021/12/13,,254,創作居酒家 和いず,0567,,,,,蟹江町本町１０丁目３８番地,愛知県海部郡蟹江町本町１０丁目３８番地,Y’ｓ House １F,134587,23,23425,本町１０,,2021/12/13,2021/12/13,2022/03/01,2028/02/29,,濱田 真弓,,,,,,,,,3津保第14-170号,,飲食店営業, その他,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,創作居酒家和いず13458723425,050f480a-a753-4377-8c15-cb81b9a7af89,,personal,57bfab1b-b0ba-48c7-9781-ec027d5a6a3c,2021/12/13,創作居酒家　和いず,創作居酒家和いず,
3津保第1-136号,飲食店営業,その他,粉もん屋八 近鉄蟹江駅前店,蟹江町本町１１－３００,,住ノ江 悠,,,0567-94-0888,,2021/12/08,2027/12/31,2021/12/08,2021/12/08,,254,粉もん屋八 近鉄蟹江駅前店,0567,0567-94-0888,,,,蟹江町本町１１－３００,愛知県海部郡蟹江町本町１１－３００,,134588,23,23425,本町１１,,2021/12/08,2021/12/08,2021/12/08,2027/12/31,,住ノ江 悠,,,,,,,,,3津保第1-136号,,飲食店営業, その他,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,粉もん屋八近鉄蟹江駅前店0567-94-088813458823425,d168f182-2270-4a14-b65d-9feb52e98a34,,personal,c7e3320d-c782-4372-a542-40e7cfe40cba,2021/12/08,粉もん屋八　近鉄蟹江駅前店,粉もん屋八近鉄蟹江駅前店,
