https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538,n処理終了,,,,,,,,,,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,施設名,,業種,,施設-住所1,施設-マンション名,,,施設-電話番号1,申請者1,,確認番号,開業年月日,許可年月日,許可期間開始日,許可期間終了日,,,その他,,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232025,,愛知県,岡崎市,居酒屋 浜ちゃん,イザカヤ ハマチャン,飲食店営業,,愛知県岡崎市連尺通2-20-1,,,,,,,431-01-004-0008,2019/4/11,2019/4/11,2019/4/11,2024/4/30,,,,,,247,居酒屋 浜ちゃん,0564,,,,,愛知県岡崎市連尺通2-20-1,愛知県岡崎市連尺通２－２０－１,,118324,23,23202,連尺通２,,2019/04/11,2019/04/11,2019/04/11,2024/04/30,,,,,,,,,,,431-01-004-0008,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,居酒屋浜ちゃん11832423202,a11cd49a-dbd6-4ed3-b5c3-ce0148d84f66,,personal,2734e22a-7755-4203-8d01-3c593962bc10,2019/04/11,居酒屋　浜ちゃん,居酒屋浜ちゃん,
232025,,愛知県,岡崎市,シオン,シオン,飲食店営業,,愛知県岡崎市若松町大廻45,,,,(0564)71-0411,,,429-01-501-0061,2011/6/6,2017/6/30,2017/7/1,2023/6/30,,,,,,247,シオン,0564,0564-71-0411,,,,愛知県岡崎市若松町大廻45,愛知県岡崎市若松町大廻４５,,118335,23,23202,若松町,,2011/06/06,2017/06/30,2017/07/01,2023/06/30,,,,,,,,,,,429-01-501-0061,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,シオン0564-71-041111833523202,efb8f5c0-f740-498a-aee0-5ee660a671d3,,personal,e0640e17-1ad7-40d5-abe8-a713a4db21b4,2017/06/30,シオン,シオン,
232025,,愛知県,岡崎市,Ｋｉｔｃｈｅｎ Ｂｅｌｌ,キッチン ベル,飲食店営業,,愛知県岡崎市東明大寺町11-2,イエローボックス１０２,,,(0564)23-1588,,,429-01-501-0057,2011/6/6,2017/6/19,2017/7/1,2023/6/30,,,,,,247,Ｋｉｔｃｈｅｎ Ｂｅｌｌ,0564,0564-23-1588,,,,愛知県岡崎市東明大寺町11-2,愛知県岡崎市東明大寺町１１－２,イエローボックス１０２,118456,23,23202,東明大寺町,,2011/06/06,2017/06/19,2017/07/01,2023/06/30,,,,,,,,,,,429-01-501-0057,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,ＫｉｔｃｈｅｎＢｅｌｌ0564-23-158811845623202,f05f5f00-a6bb-4e62-90b0-219b5e7cdc48,,personal,25f6c424-b2c0-40b4-afb3-a17e48a35b0b,2017/06/19,Ｋｉｔｃｈｅｎ　Ｂｅｌｌ,ＫｉｔｃｈｅｎＢｅｌｌ,
232025,,愛知県,岡崎市,なのはなピックル,ナノハナピックル,飲食店営業,,愛知県岡崎市下青野町天神77,ふれあいドーム岡崎内,,,(0564)43-3055,,,429-01-501-0047,2011/6/8,2017/6/5,2017/7/1,2022/6/30,,,,,,247,なのはなピックル,0564,0564-43-3055,,,,愛知県岡崎市下青野町天神77,愛知県岡崎市下青野町天神７７,ふれあいドーム岡崎内,118168,23,23202,下青野町,,2011/06/08,2017/06/05,2017/07/01,2022/06/30,,,,,,,,,,,429-01-501-0047,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,なのはなピックル0564-43-305511816823202,41dfce43-e7b1-480d-89c2-c5343d20a6df,,personal,edfdd317-73cb-4352-982d-9036f3d08a56,2017/06/05,なのはなピックル,なのはなピックル,
232025,,愛知県,岡崎市,Ｂａｋｅｒｙ Ｈａｃｈｉ,ベーカリー ハチ,飲食店営業,,愛知県岡崎市羽根北町5-7-5,,,,(0564)57-1022,,,431-01-002-0004,2019/4/15,2019/4/15,2019/4/15,2025/4/30,,,,,,247,Ｂａｋｅｒｙ Ｈａｃｈｉ,0564,0564-57-1022,,,,愛知県岡崎市羽根北町5-7-5,愛知県岡崎市羽根北町５－７－５,,118392,23,23202,羽根北町５,,2019/04/15,2019/04/15,2019/04/15,2025/04/30,,,,,,,,,,,431-01-002-0004,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,ＢａｋｅｒｙＨａｃｈｉ0564-57-102211839223202,f10d206a-1d19-4be7-90e0-91b905242dfc,,personal,03ca1f11-8154-4108-9e70-fd78a47e7771,2019/04/15,Ｂａｋｅｒｙ　Ｈａｃｈｉ,ＢａｋｅｒｙＨａｃｈｉ,
232025,,愛知県,岡崎市,Ｂａｋｅｒｙ Ｈａｃｈｉ,ベーカリー ハチ,菓子製造業,,愛知県岡崎市羽根北町5-7-5,,,,(0564)57-1022,,,431-01-010-0002,2019/4/15,2019/4/15,2019/4/15,2025/4/30,,,,,,247,Ｂａｋｅｒｙ Ｈａｃｈｉ,0564,0564-57-1022,,,,愛知県岡崎市羽根北町5-7-5,愛知県岡崎市羽根北町５－７－５,,118392,23,23202,羽根北町５,,2019/04/15,2019/04/15,2019/04/15,2025/04/30,,,,,,,,,,,431-01-010-0002,,菓子製造業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,E,9,,,ＢａｋｅｒｙＨａｃｈｉ0564-57-102211839223202,f10d206a-1d19-4be7-90e0-91b905242dfc,,personal,5290f64d-bf93-4b63-8461-2d7a8ced9dd4,2019/04/15,Ｂａｋｅｒｙ　Ｈａｃｈｉ,ＢａｋｅｒｙＨａｃｈｉ,
232025,,愛知県,岡崎市,五十六商店,イソロクショウテン,飲食店営業,,愛知県岡崎市本宿町字平田1-2,レジデンス本宿１０１,,,,,,431-01-001-0007,2019/4/22,2019/4/22,2019/4/22,2025/4/30,,,,,,247,五十六商店,0564,,,,,愛知県岡崎市本宿町字平田1-2,愛知県岡崎市本宿町字平田１－２,レジデンス本宿１０１,118303,23,23202,本宿町,,2019/04/22,2019/04/22,2019/04/22,2025/04/30,,,,,,,,,,,431-01-001-0007,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,五十六商店11830323202,6bf48227-da66-45e8-8f30-389aa405bfa0,,personal,6378df68-7f2e-498b-b6e2-cff30683cc4c,2019/04/22,五十六商店,五十六商店,
232025,,愛知県,岡崎市,Ｃｉｎｑ,サンク,飲食店営業,,愛知県岡崎市日名中町11-24,,,,(0564)73-4007,,,431-01-004-0011,2019/4/23,2019/4/23,2019/4/23,2025/4/30,,,,,,247,Ｃｉｎｑ,0564,0564-73-4007,,,,愛知県岡崎市日名中町11-24,愛知県岡崎市日名中町１１－２４,,118261,23,23202,日名中町,,2019/04/23,2019/04/23,2019/04/23,2025/04/30,,,,,,,,,,,431-01-004-0011,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,Ｃｉｎｑ0564-73-400711826123202,73c1f9ec-43c9-455e-a497-e26ff3caccdc,,personal,14757998-c4fb-43d9-a7d4-a81e0481e8de,2019/04/23,Ｃｉｎｑ,Ｃｉｎｑ,
232025,,愛知県,岡崎市,大政,オオマサ,飲食店営業,,愛知県岡崎市矢作町字尊所44-2,,,,(0564)73-3907,,,431-01-004-0012,2019/4/24,2019/4/24,2019/4/24,2025/4/30,,,,,,247,大政,0564,0564-73-3907,,,,愛知県岡崎市矢作町字尊所44-2,愛知県岡崎市矢作町字尊所４４－２,,118310,23,23202,矢作町,,2019/04/24,2019/04/24,2019/04/24,2025/04/30,,,,,,,,,,,431-01-004-0012,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,大政0564-73-390711831023202,7038e05c-332d-4af5-af8d-7167261d5f30,,personal,9dbb0232-2f5b-4250-b287-99b65e9fef31,2019/04/24,大政,大政,
232025,,愛知県,岡崎市,はちみつ,ハチミツ,飲食店営業,,愛知県岡崎市康生通西1-9,,,,(0564)73-4983,,,431-01-001-0010,2019/5/8,2019/5/8,2019/5/8,2024/5/31,,,,,,247,はちみつ,0564,0564-73-4983,,,,愛知県岡崎市康生通西1-9,愛知県岡崎市康生通西１－９,,118359,23,23202,康生通西１,,2019/05/08,2019/05/08,2019/05/08,2024/05/31,,,,,,,,,,,431-01-001-0010,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,はちみつ0564-73-498311835923202,895f53e3-cc78-45ca-b095-0846fc95c15b,,personal,4257f46b-f80d-41ce-bf42-7ab3ac5047d1,2019/05/08,はちみつ,はちみつ,
232025,,愛知県,岡崎市,絹珈琲,キヌコーヒー,飲食店営業,,愛知県岡崎市六供町字1-54-3,,,,(0564)83-3151,,,431-01-001-0011,2019/5/10,2019/5/10,2019/5/10,2025/5/31,,,,,,247,絹珈琲,0564,0564-83-3151,,,,愛知県岡崎市六供町字1-54-3,愛知県岡崎市六供町字１－５４－３,,118328,23,23202,六供町,,2019/05/10,2019/05/10,2019/05/10,2025/05/31,,,,,,,,,,,431-01-001-0011,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,絹珈琲0564-83-315111832823202,3abd0250-671b-43e0-9174-8fec56a5a92d,,personal,bdf2dd7b-538d-482b-a462-033ebdc102c9,2019/05/10,絹珈琲,絹珈琲,
232025,,愛知県,岡崎市,マンゲツ,マンゲツ,飲食店営業,,愛知県岡崎市南明大寺町5-3,林ビル１階北側,,,,,,431-01-004-0015,2019/5/16,2019/5/16,2019/5/16,2025/5/31,,,,,,247,マンゲツ,0564,,,,,愛知県岡崎市南明大寺町5-3,愛知県岡崎市南明大寺町５－３,林ビル１階北側,118401,23,23202,南明大寺町,,2019/05/16,2019/05/16,2019/05/16,2025/05/31,,,,,,,,,,,431-01-004-0015,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,マンゲツ11840123202,bb045c1d-e11f-4013-8a5c-eb6d59712947,,personal,335df252-ef6f-457d-b86d-95589bc3e43e,2019/05/16,マンゲツ,マンゲツ,
232025,,愛知県,岡崎市,ＲｉｎＲｉｎ庵,リンリンアン,飲食店営業,,愛知県岡崎市宮石町字ﾄｳﾓ23-1,,,,,,,431-01-001-0012,2019/5/20,2019/5/20,2019/5/20,2025/5/31,,,,,,247,ＲｉｎＲｉｎ庵,0564,,,,,愛知県岡崎市宮石町字ﾄｳﾓ23-1,愛知県岡崎市宮石町字ﾄｳﾓ２３－１,,118289,23,23202,宮石町,,2019/05/20,2019/05/20,2019/05/20,2025/05/31,,,,,,,,,,,431-01-001-0012,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,ＲｉｎＲｉｎ庵11828923202,3dbcaed0-1aa4-4ce1-a035-13b58dc3a283,,personal,5e9d327e-699e-44e6-959c-966f6e052b60,2019/05/20,ＲｉｎＲｉｎ庵,ＲｉｎＲｉｎ庵,
232025,,愛知県,岡崎市,ＰＵＢ ＤＲＥＡＭ,パブ ドリーム,飲食店営業,,愛知県岡崎市下三ﾂ木町字法田40-1,,,,(0564)43-0202,,,431-01-004-0017,2019/5/21,2019/5/21,2019/5/21,2025/5/31,,,,,,247,ＰＵＢ ＤＲＥＡＭ,0564,0564-43-0202,,,,愛知県岡崎市下三ﾂ木町字法田40-1,愛知県岡崎市下三ツ木町字法田４０－１,,118170,23,23202,下三ツ木町,,2019/05/21,2019/05/21,2019/05/21,2025/05/31,,,,,,,,,,,431-01-004-0017,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,ＰＵＢＤＲＥＡＭ0564-43-020211817023202,2dd2af78-c40b-4a5f-bc0f-e1117fe5b400,,personal,b2b69439-0371-453e-87a6-a3d9f71443e2,2019/05/21,ＰＵＢ　ＤＲＥＡＭ,ＰＵＢＤＲＥＡＭ,
232025,,愛知県,岡崎市,ゴールドマウス,ゴールドマウス,飲食店営業,,愛知県岡崎市明大寺本町4-33,第二新星ビル３Ｆ ３０７号室,,,,,,431-01-004-0020,2019/5/31,2019/5/31,2019/5/31,2025/5/31,,,,,,247,ゴールドマウス,0564,,,,,愛知県岡崎市明大寺本町4-33,愛知県岡崎市明大寺本町４－３３,第二新星ビル３Ｆ ３０７号室,118295,23,23202,明大寺本町４,,2019/05/31,2019/05/31,2019/05/31,2025/05/31,,,,,,,,,,,431-01-004-0020,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,ゴルドマウス11829523202,e11de40f-5b1d-4120-91d9-c02e21885c47,,personal,b045820b-b43a-45c8-9806-ab20bbfc0444,2019/05/31,ゴールドマウス,ゴルドマウス,
232025,,愛知県,岡崎市,ＭＡＲＲＩＡＧＥ ＣＡＦＥ,マリッジ カフェ,飲食店営業,,愛知県岡崎市鴨田町字広元231,,,,(0564)25-3124,,,431-01-001-0015,2019/6/4,2019/6/4,2019/6/4,2024/6/30,,,,,,247,ＭＡＲＲＩＡＧＥ ＣＡＦＥ,0564,0564-25-3124,,,,愛知県岡崎市鴨田町字広元231,愛知県岡崎市鴨田町字広元２３１,,118125,23,23202,鴨田町,,2019/06/04,2019/06/04,2019/06/04,2024/06/30,,,,,,,,,,,431-01-001-0015,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,ＭＡＲＲＩＡＧＥＣＡＦＥ0564-25-312411812523202,4aee8327-5ca3-40c3-a4d1-440e2f3b4dc9,,personal,16fe8466-05a1-46cc-9687-29d5194a0a69,2019/06/04,ＭＡＲＲＩＡＧＥ　ＣＡＦＥ,ＭＡＲＲＩＡＧＥＣＡＦＥ,
232025,,愛知県,岡崎市,旬家旬菜 野武士,シュンカシュンサイ ノブシ,飲食店営業,,愛知県岡崎市岩津町字川畔15,,,,(0564)45-5188,,,431-01-001-0014,2019/6/5,2019/6/5,2019/6/5,2024/6/30,,,,,,247,旬家旬菜 野武士,0564,0564-45-5188,,,,愛知県岡崎市岩津町字川畔15,愛知県岡崎市岩津町字川畔１５,,118078,23,23202,岩津町,,2019/06/05,2019/06/05,2019/06/05,2024/06/30,,,,,,,,,,,431-01-001-0014,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,旬家旬菜野武士0564-45-518811807823202,a85ea073-0f46-4a77-8ceb-29eae1c81aa3,,personal,4f289fa8-7edd-4014-b622-c023844939e1,2019/06/05,旬家旬菜　野武士,旬家旬菜野武士,
232025,,愛知県,岡崎市,フリーレッツ,フリーレッツ,飲食店営業,,愛知県岡崎,480 え 1389 ﾐﾂﾋﾞｼﾐﾆｷｬﾌﾞ,,,,,,431-01-004-0021,2019/6/10,2019/6/10,2019/6/10,2024/6/30,,,自動車による営業に限る（愛知県内有効）,,,247,フリーレッツ,0564,,,,,愛知県岡崎,愛知県岡崎市,480 え 1389 ﾐﾂﾋﾞｼﾐﾆｷｬﾌﾞ,118034,23,23202,,,2019/06/10,2019/06/10,2019/06/10,2024/06/30,,,,,,,,,,,431-01-004-0021,,飲食店営業,,自動車による営業に限る（愛知県内有効）,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,フリレッツ11803423202,f7e0cc13-1cde-4a90-9821-976dc403c364,,personal,3bd7f082-d04f-408d-9200-71322dff9f66,2019/06/10,フリーレッツ,フリレッツ,
232025,,愛知県,岡崎市,花 木蘭,ファ ムーラン,飲食店営業,,愛知県岡崎市柱町字東荒子218,,,,,,,431-01-004-0028,2019/6/25,2019/6/25,2019/6/25,2024/6/30,,,,,,247,花 木蘭,0564,,,,,愛知県岡崎市柱町字東荒子218,愛知県岡崎市柱町字東荒子２１８,,118239,23,23202,柱町,,2019/06/25,2019/06/25,2019/06/25,2024/06/30,,,,,,,,,,,431-01-004-0028,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,花木蘭11823923202,1991bb46-6baa-4c9f-9aaf-c18c237d2b52,,personal,c8a69980-76d9-418d-80a5-e9f7c085f9d0,2019/06/25,花　木蘭,花木蘭,
232025,,愛知県,岡崎市,昭和堂,ショウワドウ,菓子製造業,,愛知県岡崎市茅原沢町字上平43-7,,,,(0564)47-2031,,,431-01-010-0015,2019/7/2,2019/7/2,2019/7/2,2025/7/31,,,,,,247,昭和堂,0564,0564-47-2031,,,,愛知県岡崎市茅原沢町字上平43-7,愛知県岡崎市茅原沢町字上平４３－７,,118189,23,23202,茅原沢町,,2019/07/02,2019/07/02,2019/07/02,2025/07/31,,,,,,,,,,,431-01-010-0015,,菓子製造業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,E,9,,,昭和堂0564-47-203111818923202,c3dd49fe-94f8-4b4a-b3d4-549595b4bd23,,personal,2a2c28ad-8b1a-43f4-9efc-edc9b50f3cde,2019/07/02,昭和堂,昭和堂,
232025,,愛知県,岡崎市,ローソン岡崎稲熊町店,ローソンオカザキイナグマチョウテン,乳類販売業,,愛知県岡崎市稲熊町字4-108-1,,,,,,,431-01-006-0010,2019/7/2,2019/7/2,2019/7/2,2025/7/31,,,,,,247,ローソン岡崎稲熊町店,0564,,,,,愛知県岡崎市稲熊町字4-108-1,愛知県岡崎市稲熊町字４－１０８－１,,118068,23,23202,稲熊町,,2019/07/02,2019/07/02,2019/07/02,2025/07/31,,,,,,,,,,,431-01-006-0010,,乳類販売業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,I,58,,,ロソン岡崎稲熊町店11806823202,4c5c7114-097d-4ebd-af74-b92e4d127d49,,personal,382ce768-7901-4211-a150-d66d6a25d5de,2019/07/02,ローソン岡崎稲熊町店,ロソン岡崎稲熊町店,
232025,,愛知県,岡崎市,ローソン岡崎稲熊町店,ローソンオカザキイナグマチョウテン,食肉販売業,,愛知県岡崎市稲熊町字4-108-1,,,,,,,431-01-007-0013,2019/7/2,2019/7/2,2019/7/2,2025/7/31,,,,,,247,ローソン岡崎稲熊町店,0564,,,,,愛知県岡崎市稲熊町字4-108-1,愛知県岡崎市稲熊町字４－１０８－１,,118068,23,23202,稲熊町,,2019/07/02,2019/07/02,2019/07/02,2025/07/31,,,,,,,,,,,431-01-007-0013,,食肉販売業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,I,58,583,,ロソン岡崎稲熊町店11806823202,4c5c7114-097d-4ebd-af74-b92e4d127d49,,personal,e0352e4a-f2de-4467-837f-61bd88356d13,2019/07/02,ローソン岡崎稲熊町店,ロソン岡崎稲熊町店,
232025,,愛知県,岡崎市,ローソン岡崎稲熊町店,ローソンオカザキイナグマチョウテン,魚介類販売業,,愛知県岡崎市稲熊町字4-108-1,,,,,,,431-01-009-0009,2019/7/2,2019/7/2,2019/7/2,2025/7/31,,,,,,247,ローソン岡崎稲熊町店,0564,,,,,愛知県岡崎市稲熊町字4-108-1,愛知県岡崎市稲熊町字４－１０８－１,,118068,23,23202,稲熊町,,2019/07/02,2019/07/02,2019/07/02,2025/07/31,,,,,,,,,,,431-01-009-0009,,魚介類販売業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,I,58,,,ロソン岡崎稲熊町店11806823202,4c5c7114-097d-4ebd-af74-b92e4d127d49,,personal,81f12d68-25a4-4099-adfd-9564f7cb0dfa,2019/07/02,ローソン岡崎稲熊町店,ロソン岡崎稲熊町店,
232025,,愛知県,岡崎市,ローソン岡崎稲熊町店,ローソンオカザキイナグマチョウテン,飲食店営業,,愛知県岡崎市稲熊町字4-108-1,,,,,,,431-01-004-0036,2019/7/2,2019/7/2,2019/7/2,2025/7/31,,,,,,247,ローソン岡崎稲熊町店,0564,,,,,愛知県岡崎市稲熊町字4-108-1,愛知県岡崎市稲熊町字４－１０８－１,,118068,23,23202,稲熊町,,2019/07/02,2019/07/02,2019/07/02,2025/07/31,,,,,,,,,,,431-01-004-0036,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,ロソン岡崎稲熊町店11806823202,4c5c7114-097d-4ebd-af74-b92e4d127d49,,personal,94015999-c543-4da2-bf79-3f75c25616ca,2019/07/02,ローソン岡崎稲熊町店,ロソン岡崎稲熊町店,
232025,,愛知県,岡崎市,菓子工房 ｆｉｎｏ,カシコウボウ フィーノ,菓子製造業,,愛知県岡崎市上六名4-3-2,,,,(0564)53-5252,,,431-01-010-0018,2019/7/3,2019/7/3,2019/7/3,2024/7/31,,,,,,247,菓子工房 ｆｉｎｏ,0564,0564-53-5252,,,,愛知県岡崎市上六名4-3-2,愛知県岡崎市上六名４－３－２,,118358,23,23202,上六名４,,2019/07/03,2019/07/03,2019/07/03,2024/07/31,,,,,,,,,,,431-01-010-0018,,菓子製造業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,E,9,,,菓子工房ｆｉｎｏ0564-53-525211835823202,2247812b-eac3-4bca-88d9-2323dd0a9fd8,,personal,c58567f0-9020-47d2-a917-3ef86ddec7c5,2019/07/03,菓子工房　ｆｉｎｏ,菓子工房ｆｉｎｏ,
232025,,愛知県,岡崎市,ローソン岡崎稲熊町店,ローソンオカザキイナグマチョウテン,菓子製造業,,愛知県岡崎市稲熊町字4-108-1,,,,,,,431-01-010-0017,2019/7/2,2019/7/2,2019/7/2,2025/7/31,,,,,,247,ローソン岡崎稲熊町店,0564,,,,,愛知県岡崎市稲熊町字4-108-1,愛知県岡崎市稲熊町字４－１０８－１,,118068,23,23202,稲熊町,,2019/07/02,2019/07/02,2019/07/02,2025/07/31,,,,,,,,,,,431-01-010-0017,,菓子製造業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,E,9,,,ロソン岡崎稲熊町店11806823202,4c5c7114-097d-4ebd-af74-b92e4d127d49,,personal,e2b476fd-ce0e-4ff6-955a-3dac5ee6a1dc,2019/07/02,ローソン岡崎稲熊町店,ロソン岡崎稲熊町店,
232025,,愛知県,岡崎市,ＦＬＵＦＦＹ,フラフィー,菓子製造業,,愛知県岡崎市秦梨町字阿弥陀前22-2,,,,(0564)47-2431,,,431-01-010-0020,2019/7/9,2019/7/9,2019/7/9,2024/7/31,,,,,,247,ＦＬＵＦＦＹ,0564,0564-47-2431,,,,愛知県岡崎市秦梨町字阿弥陀前22-2,愛知県岡崎市秦梨町字阿弥陀前２２－２,,118240,23,23202,秦梨町,,2019/07/09,2019/07/09,2019/07/09,2024/07/31,,,,,,,,,,,431-01-010-0020,,菓子製造業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,E,9,,,ＦＬＵＦＦＹ0564-47-243111824023202,18b0a07a-6a39-4fda-adc3-818b3f796799,,personal,2e68928a-33be-4394-820c-b7e66b194845,2019/07/09,ＦＬＵＦＦＹ,ＦＬＵＦＦＹ,
232025,,愛知県,岡崎市,Ｃｌｕｂ Ａｌｌｕｒｅ,クラブ アルー,飲食店営業,,愛知県岡崎市南明大寺町5-1,ＴＯＰレジャービル４階北側,,,,,,431-01-004-0060,2019/8/23,2019/8/23,2019/8/23,2025/8/31,,,,,,247,Ｃｌｕｂ Ａｌｌｕｒｅ,0564,,,,,愛知県岡崎市南明大寺町5-1,愛知県岡崎市南明大寺町５－１,ＴＯＰレジャービル４階北側,118401,23,23202,南明大寺町,,2019/08/23,2019/08/23,2019/08/23,2025/08/31,,,,,,,,,,,431-01-004-0060,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,ＣｌｕｂＡｌｌｕｒｅ11840123202,effb248b-4f84-4280-aec5-0b5590054c1c,,personal,e4da3955-e5b6-40b2-8500-02741722e601,2019/08/23,Ｃｌｕｂ　Ａｌｌｕｒｅ,ＣｌｕｂＡｌｌｕｒｅ,
232025,,愛知県,岡崎市,ファミリーマート岡崎上地三丁目店,ファミリーマートオカザキウエジサンチョウメテン,飲食店営業,,愛知県岡崎市上地3-49-9,,,,(0564)57-1086,,,431-01-004-0040,2019/7/10,2019/7/10,2019/7/10,2025/7/31,,,,,,247,ファミリーマート岡崎上地三丁目店,0564,0564-57-1086,,,,愛知県岡崎市上地3-49-9,愛知県岡崎市上地３－４９－９,,118463,23,23202,上地３,,2019/07/10,2019/07/10,2019/07/10,2025/07/31,,,,,,,,,,,431-01-004-0040,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,ファミリマト岡崎上地三丁目店0564-57-108611846323202,32d86c6b-8755-416f-b944-6024686b38c8,,personal,046f11b7-541f-4000-af35-2dbfea03608a,2019/07/10,ファミリーマート岡崎上地三丁目店,ファミリマト岡崎上地三丁目店,
232025,,愛知県,岡崎市,ファミリーマート岡崎上地三丁目店,ファミリーマートオカザキウエジサンチョウメテン,菓子製造業,,愛知県岡崎市上地3-49-9,,,,(0564)57-1086,,,431-01-010-0021,2019/7/10,2019/7/10,2019/7/10,2025/7/31,,,,,,247,ファミリーマート岡崎上地三丁目店,0564,0564-57-1086,,,,愛知県岡崎市上地3-49-9,愛知県岡崎市上地３－４９－９,,118463,23,23202,上地３,,2019/07/10,2019/07/10,2019/07/10,2025/07/31,,,,,,,,,,,431-01-010-0021,,菓子製造業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,E,9,,,ファミリマト岡崎上地三丁目店0564-57-108611846323202,32d86c6b-8755-416f-b944-6024686b38c8,,personal,7dad1a1b-d813-4371-8a03-1e31e626f11c,2019/07/10,ファミリーマート岡崎上地三丁目店,ファミリマト岡崎上地三丁目店,
