https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,n処理終了,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
施設名,施設-住所1,施設-住所0,施設-住所2,施設-マンション名,施設-電話番号1,業種,申請者1,申請-電話番号1,開業年月日,申請年月日,許可年月日,確認番号,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
営業所名称,,営業所所在地,,,営業所電話番号,業種,営業者氏名（法人にあっては法人名）,営業者電話番号（法人のみ）,初回許可日,届出年月日,許可年月日,許可番号,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
Ｍａｓｉｓｓｏ　Ｍａｒｋｅｔ,神奈川県川崎市,宮前区鷺沼１丁目１番地 フレル鷺沼２Ｆ,宮前区鷺沼１丁目１番地, フレル鷺沼２Ｆ,877-7808,⑬その他の食料・飲料販売業,株式会社ラザフォードインターナショナル,03-6459-7886,,2022/1/19,,,,142,Ｍａｓｉｓｓｏ　Ｍａｒｋｅｔ,044,044-877-7808,,,,神奈川県川崎市　宮前区鷺沼１丁目１番地,神奈川県川崎市宮前区鷺沼１丁目１番地, フレル鷺沼２Ｆ,80374,14,14136,鷺沼１,2022/01/19,,,,,株式会社ラザフォードインターナショナル,,03-6459-7886,,,,,,,,,,その他の食料品製造・加工業,,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,E,9,99,,ＭａｓｉｓｓｏＭａｒｋｅｔ044-877-78088037414136,5ecc256c-d2de-438c-ab00-aa92904c9c28,株式会社ラザフォードインターナショナル,95d23f29-6258-48f1-bd69-251dae4520f7,a3a51809-2ba0-4978-ad26-6ccb07558a59,2022/01/19,Ｍａｓｉｓｓｏ　Ｍａｒｋｅｔ,ＭａｓｉｓｓｏＭａｒｋｅｔ,株式会社ラザフォードインターナショナル
川崎精米センター,神奈川県川崎市,宮前区宮崎３丁目５番地４９ ,宮前区宮崎３丁目５番地４９,,870-0550,⑧米穀類販売業,株式会社ヤマイチライス　,544-1717,,2022/1/18,,,,142,川崎精米センター,044,044-870-0550,,,,神奈川県川崎市　宮前区宮崎３丁目５番地４９,神奈川県川崎市宮前区宮崎３丁目５番地４９,,80417,14,14136,宮崎３,2022/01/18,,,,,株式会社ヤマイチライス　,,044-544-1717,,,,,,,,,,米穀類販売業,,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,I,58,589,5896,川崎精米センタ044-870-05508041714136,40e9eb73-a7d6-4be5-9eb0-7045c22e9078,株式会社ヤマイチライス　,115800cd-8ed7-4aa9-973b-30a15c448602,8dbe194a-7331-4cea-88f4-5dc192cfc155,2022/01/18,川崎精米センター,川崎精米センタ,株式会社ヤマイチライス　
コーヒー焙煎工房ｎａｇｏｍｉ,神奈川県川崎市,宮前区宮前平３丁目１１番地２０ ダイヤストン宮前平１０４号,宮前区宮前平３丁目１１番地２０,ダイヤストン宮前平１０４号,872-7538,⑯コーヒー製造・加工業（飲料の製造を除く。）,和田　功,,,2022/1/5,,,,142,コーヒー焙煎工房ｎａｇｏｍｉ,044,044-872-7538,,,,神奈川県川崎市　宮前区宮前平３丁目１１番地２０,神奈川県川崎市宮前区宮前平３丁目１１番地２０,ダイヤストン宮前平１０４号,80423,14,14136,宮前平３,2022/01/05,,,,,,和田　功,,,,,,,,,,,コーヒー製造・加工業,,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,E,10,103,1032,コヒ焙煎工房ｎａｇｏｍｉ044-872-75388042314136,8019a077-0343-4706-b5a9-c922b809d059,,personal,0188ce76-ebbf-4e68-8fde-1202f943ee25,2022/01/05,コーヒー焙煎工房ｎａｇｏｍｉ,コヒ焙煎工房ｎａｇｏｍｉ,
株式会社ヤマイチ,神奈川県川崎市,宮前区犬蔵１丁目１８番１５号 ,宮前区犬蔵１丁目１８番１５号, ,977-7171,⑧米穀類販売業,株式会社ヤマイチ,977-7171,,2022/1/19,,,,142,株式会社ヤマイチ,044,044-977-7171,,,,神奈川県川崎市　宮前区犬蔵１丁目１８番１５号,神奈川県川崎市宮前区犬蔵１丁目１８番１５号, ,80428,14,14136,犬蔵１,2022/01/19,,,,,株式会社ヤマイチ,,044-977-7171,,,,,,,,,,米穀類販売業,,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,I,58,589,5896,株式会社ヤマイチ044-977-71718042814136,1a4bf693-17d1-486b-a0f8-cd999d06414e,株式会社ヤマイチ,542f6369-9122-4a2b-94b4-7f2a31262a5d,2e78f604-73b3-4c83-9e32-83668dea5514,2022/01/19,株式会社ヤマイチ,株式会社ヤマイチ,株式会社ヤマイチ
ファーマーズマーケットセレサモス,神奈川県川崎市,宮前区菅生１丁目２番２２号 ,宮前区菅生１丁目２番２２号, ,877-2220,⑦野菜果物販売業,セレサ川崎農業協同組合,877-2111,,2022/1/13,,,,142,ファーマーズマーケットセレサモス,044,044-877-2220,,,,神奈川県川崎市　宮前区菅生１丁目２番２２号,神奈川県川崎市宮前区菅生１丁目２番２２号, ,80387,14,14136,菅生１,2022/01/13,,,,,セレサ川崎農業協同組合,,044-877-2111,,,,,,,,,,野菜果物販売業,,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,I,58,582,,ファマズマケットセレサモス044-877-22208038714136,10a27a60-b07a-4210-bf07-30ac7f76a939,セレサ川崎農業協同組合,31a689ce-aed9-486b-90ff-353b0370e280,334105c6-64ac-4d6d-ad82-0a0a099fbfa7,2022/01/13,ファーマーズマーケットセレサモス,ファマズマケットセレサモス,セレサ川崎農業協同組合
ライブストア南平台店　,神奈川県川崎市,宮前区南平台３番１０号 ２Ｆ,宮前区南平台３番１０号,２Ｆ,982-1848,⑬その他の食料・飲料販売業,株式会社シールズ関東,042-228-5527,,2022/1/25,,,,142,ライブストア南平台店　,044,044-982-1848,,,,神奈川県川崎市　宮前区南平台３番１０号,神奈川県川崎市宮前区南平台３番１０号,２Ｆ,80424,14,14136,南平台,2022/01/25,,,,,株式会社シールズ関東,,042-228-5527,,,,,,,,,,その他の食料品製造・加工業,,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,E,9,99,,ライブストア南平台店044-982-18488042414136,9b9addf6-cf4c-4c4e-aaaa-8128a086a655,株式会社シールズ関東,523a5c9c-ac7d-43f8-a569-7721f3886ec3,e2f3443c-5c52-4ce6-84ac-fa1c14cc2234,2022/01/25,ライブストア南平台店　,ライブストア南平台店,株式会社シールズ関東
有限会社金重水産,神奈川県川崎市,宮前区水沢１丁目１番１号 Ｂ－７３,宮前区水沢１丁目１番１号 Ｂ－７３,,975-2618,⑬その他の食料・飲料販売業,有限会社金重水産,975-2618,,2022/1/13,,,,142,有限会社金重水産,044,044-975-2618,,,,神奈川県川崎市　宮前区水沢１丁目１番１号 Ｂ－７３,神奈川県川崎市宮前区水沢１丁目１番１号Ｂ－７３,,80432,14,14136,水沢１,2022/01/13,,,,,有限会社金重水産,,044-975-2618,,,,,,,,,,その他の食料品製造・加工業,,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,E,9,99,,有限会社金重水産044-975-26188043214136,ab9c1f85-a679-4a56-9105-9e49001141a4,有限会社金重水産,3b68fdc3-4952-4d56-ba05-1ca8185c01d8,ec453300-5c75-40a8-ab12-a2a20e38be38,2022/01/13,有限会社金重水産,有限会社金重水産,有限会社金重水産
株式会社西久　２号店,神奈川県川崎市,宮前区水沢１丁目１番１号 ,宮前区水沢１丁目１番１号, ,975-2535,⑬その他の食料・飲料販売業,株式会社西久,975-2535,,2022/1/17,,,,142,株式会社西久　２号店,044,044-975-2535,,,,神奈川県川崎市　宮前区水沢１丁目１番１号,神奈川県川崎市宮前区水沢１丁目１番１号, ,80432,14,14136,水沢１,2022/01/17,,,,,株式会社西久,,044-975-2535,,,,,,,,,,その他の食料品製造・加工業,,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,E,9,99,,株式会社西久２号店044-975-25358043214136,3efec1e0-4695-40da-95f4-52c276b5c746,株式会社西久,f25a344e-ebb3-4cb9-9928-83d2f98cd339,01afbbad-b113-4574-a4ed-887f4440230e,2022/01/17,株式会社西久　２号店,株式会社西久２号店,株式会社西久
ローソンＳ川崎市立多摩病院店,神奈川県川崎市,多摩区宿河原１丁目３０番３７号 ,多摩区宿河原１丁目３０番３７号, ,,⑩コンビニエンスストア,株式会社文教,03-5280-9581,,2022/1/24,,,,142,ローソンＳ川崎市立多摩病院店,044,,,,,神奈川県川崎市　多摩区宿河原１丁目３０番３７号,神奈川県川崎市多摩区宿河原１丁目３０番３７号, ,80270,14,14135,宿河原１,2022/01/24,,,,,株式会社文教,,03-5280-9581,,,,,,,,,,コンビニエンスストア,,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,I,58,589,5891,ロソンＳ川崎市立多摩病院店8027014135,c4467ac4-fd05-4230-aeb5-14d1ad04b079,株式会社文教,1f7de40d-cbbe-4084-8a5e-3cb88b292b5e,97fc6cb4-6b81-4e3b-b712-1895ffe855d1,2022/01/24,ローソンＳ川崎市立多摩病院店,ロソンＳ川崎市立多摩病院店,株式会社文教
サラダ館宿河原駅前店,神奈川県川崎市,多摩区宿河原３丁目５番３号 ,多摩区宿河原３丁目５番３号, ,922-5555,⑬その他の食料・飲料販売業,三留　茂治,,,2022/1/25,,,,142,サラダ館宿河原駅前店,044,044-922-5555,,,,神奈川県川崎市　多摩区宿河原３丁目５番３号,神奈川県川崎市多摩区宿河原３丁目５番３号, ,80272,14,14135,宿河原３,2022/01/25,,,,,,三留　茂治,,,,,,,,,,,その他の食料品製造・加工業,,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,E,9,99,,サラダ館宿河原駅前店044-922-55558027214135,aab46819-0533-43e2-87f0-08e6e277344a,,personal,4a8e320b-e999-4d62-b39e-53e423d1326f,2022/01/25,サラダ館宿河原駅前店,サラダ館宿河原駅前店,
Ｇｅｔ’ｓ,神奈川県川崎市,多摩区菅仙谷４丁目１－１ ,多摩区菅仙谷４丁目１－１,,966-1111,⑬その他の食料・飲料販売業,株式会社よみうりランド,966-1111,,2022/1/20,,,,142,Ｇｅｔ’ｓ,044,044-966-1111,,,,神奈川県川崎市　多摩区菅仙谷４丁目１－１,神奈川県川崎市多摩区菅仙谷４丁目１－１,,80353,14,14135,菅仙谷４,2022/01/20,,,,,株式会社よみうりランド,,044-966-1111,,,,,,,,,,その他の食料品製造・加工業,,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,E,9,99,,Ｇｅｔｓ044-966-11118035314135,737182b6-4471-422c-a045-3d7a6fa7ddfc,株式会社よみうりランド,353fc7f1-f704-4f09-a3ab-7d61ffdd3acf,43b5f34d-0d8c-4946-a723-cf80e1ad2106,2022/01/20,Ｇｅｔ＇ｓ,Ｇｅｔｓ,株式会社よみうりランド
よみうり本舗,神奈川県川崎市,多摩区菅仙谷４丁目１－１ ,多摩区菅仙谷４丁目１－１,,966-1111,⑬その他の食料・飲料販売業,株式会社よみうりランド,966-1111,,2022/1/20,,,,142,よみうり本舗,044,044-966-1111,,,,神奈川県川崎市　多摩区菅仙谷４丁目１－１,神奈川県川崎市多摩区菅仙谷４丁目１－１,,80353,14,14135,菅仙谷４,2022/01/20,,,,,株式会社よみうりランド,,044-966-1111,,,,,,,,,,その他の食料品製造・加工業,,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,E,9,99,,よみうり本舗044-966-11118035314135,3025c164-0876-4657-b417-cdfc5c99ffd7,株式会社よみうりランド,353fc7f1-f704-4f09-a3ab-7d61ffdd3acf,aea7e23c-3a98-4669-a267-765d94650951,2022/01/20,よみうり本舗,よみうり本舗,株式会社よみうりランド
Ｇｊ　ｓｈｏｐ,神奈川県川崎市,多摩区菅仙谷４丁目１－１ ,多摩区菅仙谷４丁目１－１,,966-1111,⑬その他の食料・飲料販売業,株式会社よみうりランド,966-1111,,2022/1/20,,,,142,Ｇｊ　ｓｈｏｐ,044,044-966-1111,,,,神奈川県川崎市　多摩区菅仙谷４丁目１－１,神奈川県川崎市多摩区菅仙谷４丁目１－１,,80353,14,14135,菅仙谷４,2022/01/20,,,,,株式会社よみうりランド,,044-966-1111,,,,,,,,,,その他の食料品製造・加工業,,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,E,9,99,,Ｇｊｓｈｏｐ044-966-11118035314135,fdc17892-fcba-4282-8ac9-60fbf6e68fc8,株式会社よみうりランド,353fc7f1-f704-4f09-a3ab-7d61ffdd3acf,0250e016-667c-485d-82a8-ad7688c18bf0,2022/01/20,Ｇｊ　ｓｈｏｐ,Ｇｊｓｈｏｐ,株式会社よみうりランド
マイＵ．Ｆ．Ｏ．ファクトリー,神奈川県川崎市,多摩区菅仙谷４丁目１－１ ,多摩区菅仙谷４丁目１－１,,966-1111,㉔その他の食料品製造・加工業,株式会社よみうりランド,966-1111,,2022/1/20,,,,142,マイＵ．Ｆ．Ｏ．ファクトリー,044,044-966-1111,,,,神奈川県川崎市　多摩区菅仙谷４丁目１－１,神奈川県川崎市多摩区菅仙谷４丁目１－１,,80353,14,14135,菅仙谷４,2022/01/20,,,,,株式会社よみうりランド,,044-966-1111,,,,,,,,,,その他の食料品製造・加工業,,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,E,9,99,,マイＵＦＯファクトリ044-966-11118035314135,3ca96225-a62b-445e-88c1-5332a7b84875,株式会社よみうりランド,353fc7f1-f704-4f09-a3ab-7d61ffdd3acf,ca8faa3a-69ab-4a4a-9485-6c7451f35f8b,2022/01/20,マイＵ．Ｆ．Ｏ．ファクトリー,マイＵＦＯファクトリ,株式会社よみうりランド
ＴａｍａｒｉＢａａｒ,神奈川県川崎市,多摩区登戸字壬耕地３６５１ ,多摩区登戸字壬耕地３６５１,,050-8881-5605,⑥弁当販売業,株式会社オンテンバー,050-8881-5605,,2022/1/24,,,,142,ＴａｍａｒｉＢａａｒ,044,050-8881-5605,,,,神奈川県川崎市　多摩区登戸字壬耕地３６５１,神奈川県川崎市多摩区登戸字壬耕地３６５１,,80296,14,14135,登戸,2022/01/24,,,,,株式会社オンテンバー,,050-8881-5605,,,,,,,,,,弁当販売業,,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,I,58,581,5811,ＴａｍａｒｉＢａａｒ050-8881-56058029614135,fcc313ee-9a77-4d24-ba66-841b1eaba54b,株式会社オンテンバー,b298c53a-2baa-41f7-a3de-a2de4eee083d,7c89711f-2a91-4464-be30-4b855eb40f5e,2022/01/24,ＴａｍａｒｉＢａａｒ,ＴａｍａｒｉＢａａｒ,株式会社オンテンバー
セブン－イレブン川崎長沢２丁目店,神奈川県川崎市,多摩区長沢２丁目１番４号 ,多摩区長沢２丁目１番４号, ,,⑩コンビニエンスストア,株式会社けんふくコーポレーション,,,2022/1/20,,,,142,セブン－イレブン川崎長沢２丁目店,044,,,,,神奈川県川崎市　多摩区長沢２丁目１番４号,神奈川県川崎市多摩区長沢２丁目１番４号, ,80331,14,14135,長沢２,2022/01/20,,,,,株式会社けんふくコーポレーション,,,,,,,,,,,,コンビニエンスストア,,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,I,58,589,5891,セブンイレブン川崎長沢２丁目店8033114135,3719227d-f4bd-48d2-8fa3-ee62a534fc40,株式会社けんふくコーポレーション,274a2f29-fd70-4672-a2ce-007e4fd175f7,8eb65669-c212-4ae5-844b-74873be5a9e6,2022/01/20,セブンイレブン川崎長沢２丁目店,セブンイレブン川崎長沢２丁目店,株式会社けんふくコーポレーション
焙煎工房ＭｉＬＬ　ｃｏｆｆｅｅ,神奈川県川崎市,多摩区南生田１丁目２２番２３号 ,多摩区南生田１丁目２２番２３号, ,299-8981,⑯コーヒー製造・加工業（飲料の製造を除く。）,有限会社メインライフ,299-8981,,2022/1/19,,,,142,焙煎工房ＭｉＬＬ　ｃｏｆｆｅｅ,044,044-299-8981,,,,神奈川県川崎市　多摩区南生田１丁目２２番２３号,神奈川県川崎市多摩区南生田１丁目２２番２３号, ,80303,14,14135,南生田１,2022/01/19,,,,,有限会社メインライフ,,044-299-8981,,,,,,,,,,コーヒー製造・加工業,,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,E,10,103,1032,焙煎工房ＭｉＬＬｃｏｆｆｅｅ044-299-89818030314135,68f81c6d-4020-4576-a059-0096879ec76e,有限会社メインライフ,6d9d93a1-d294-463f-9698-30d0da9757b2,68f5ce21-422a-4400-b2be-3d4cc87043e0,2022/01/19,焙煎工房ＭｉＬＬ　ｃｏｆｆｅｅ,焙煎工房ＭｉＬＬｃｏｆｆｅｅ,有限会社メインライフ
禅寺丸本舗,神奈川県川崎市,麻生区上麻生１丁目４－１　Ｂ１．Ｂ１２３号 ,麻生区上麻生１丁目４－１,Ｂ１．Ｂ１２３号 ,965-3003,⑬その他の食料・飲料販売業,有限会社　禅寺丸本舗,044-989-2291,,2022/1/21,,,一致の場合削除セブンイレブン川崎新百合ヶ丘東店/禅寺丸本舗,142,禅寺丸本舗,044,044-965-3003,,,,神奈川県川崎市　麻生区上麻生１丁目４－１,神奈川県川崎市麻生区上麻生１丁目４－１,Ｂ１．Ｂ１２３号 ,80470,14,14137,上麻生１,2022/01/21,,,,,有限会社　禅寺丸本舗,,044-989-2291,,,,,,,,,,その他の食料品製造・加工業,,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,E,9,99,,禅寺丸本舗044-965-30038047014137,3a79a25e-6d7a-468e-9f9c-9662c989be12,有限会社禅寺丸本舗,0067e7b3-e785-48c3-b061-b82d66328424,4304d0b2-c48b-4835-a5db-cc334e7192c3,2022/01/21,禅寺丸本舗,禅寺丸本舗,有限会社禅寺丸本舗
パティスリージロー,神奈川県川崎市,麻生区上麻生１丁目４－１ 新百合ケ丘エルミロード地下１階,麻生区上麻生１丁目４－１,新百合ケ丘エルミロード地下１階,,⑬その他の食料・飲料販売業,ジローレストランシステム株式会社,03-6381-6025,,2022/1/18,,,一致の場合削除セブンイレブン川崎新百合ヶ丘東店/パティスリージロー,142,パティスリージロー,044,,,,,神奈川県川崎市　麻生区上麻生１丁目４－１,神奈川県川崎市麻生区上麻生１丁目４－１,新百合ケ丘エルミロード地下１階,80470,14,14137,上麻生１,2022/01/18,,,,,ジローレストランシステム株式会社,,03-6381-6025,,,,,,,,,,その他の食料品製造・加工業,,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,E,9,99,,パティスリジロ8047014137,2569a5d5-5f59-4386-9619-b129078a56d0,ジローレストランシステム株式会社,f9e918c4-ddef-44d3-adf9-9e981aaa8c55,e810ab8e-cfe5-46f4-945a-dd911af7973b,2022/01/18,パティスリージロー,パティスリジロ,ジローレストランシステム株式会社
あさのみ保育園,神奈川県川崎市,麻生区上麻生３丁目２２－１４ ,麻生区上麻生３丁目２２－１４,,969-5403,㉖集団給食施設,社会福祉法人長寿福祉会,777-5403,,2022/1/14,,,,142,あさのみ保育園,044,044-969-5403,,,,神奈川県川崎市　麻生区上麻生３丁目２２－１４,神奈川県川崎市麻生区上麻生３丁目２２－１４,,80472,14,14137,上麻生３,2022/01/14,,,,,社会福祉法人長寿福祉会,,044-777-5403,,,,,,,,,,給食施設,,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,M,77,,,あさのみ保育園044-969-54038047214137,6b053391-3162-4aab-aa47-9c11f2a35b8c,社会福祉法人長寿福祉会,9490e4b0-0eff-4ffe-868b-6f6c42501dd1,e8e6bf10-9188-4296-a6f4-2121d5015daa,2022/01/14,あさのみ保育園,あさのみ保育園,社会福祉法人長寿福祉会
