,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ＴＨＡＩＤＡＹＯＯ,茨城県稲敷郡阿見町うずら野1-27-20,茨城県稲敷郡阿見町うずら野１－２７－２０,,080-9044-8798,コンビニエンスストア,コンビニエンスストア,ＬＥＡＭＣＨＡＲＯＥＮ　ＭＯＮＲＵＤＥＥ,,,,,,,2022/07/20,,,竜ケ崎保健所,ＴＨＡＩＤＡＹＯＯ,029,080-9044-8798,,,,茨城県稲敷郡阿見町うずら野１－２７－２０,茨城県稲敷郡阿見町うずら野１－２７－２０,,57173,茨城県,稲敷郡阿見町,うずら野１,,,2022/07/20,,,,,,,,,,,,,,,コンビニエンスストア, コンビニエンスストア,,,081-089_茨城県_茨城県一括_食品衛生(許可・届出)_2022年07月_末日,卸売業，小売業,飲食料品小売業,その他の飲食料品小売業,コンビニエンスストア（飲食料品を中心とするものに限る）,,,,,,,ＴＨＡＩＤＡＹＯＯ,ＴＨＡＩＤＡＹＯＯ,,,1,,,,,
合資会社　米匠ふる市,茨城県ひたちなか市元町7-3,茨城県ひたちなか市元町７－３,,029-272-2967,米穀類販売業,米穀類販売業,合資会社　米匠ふる市,古市　栄,茨城県ひたちなか市元町8-9,茨城県ひたちなか市元町８－９,,029-272-2967,,2022/07/21,,,ひたちなか保健所,合資会社　米匠ふる市,029,029-272-2967,,,,茨城県ひたちなか市元町７－３,茨城県ひたちなか市元町７－３,,55733,茨城県,ひたちなか市,元町,,,2022/07/21,,,合資会社　米匠ふる市,古市　栄,029-272-2967,茨城県ひたちなか市元町８－９,茨城県ひたちなか市元町８－９,,55733,茨城県,ひたちなか市,元町,,,米穀類販売業, 米穀類販売業,,,081-089_茨城県_茨城県一括_食品衛生(許可・届出)_2022年07月_末日,卸売業，小売業,飲食料品小売業,その他の飲食料品小売業,米穀類小売業,,,,,,,合資会社米匠ふる市,合資会社米匠ふる市,合資会社米匠ふる市,,2,,,,,
焼きたてベーカリー　いしぱん,茨城県常陸大宮市北町399-1,茨城県常陸大宮市北町３９９－１,,0295-52-1339,その他の食料・飲料販売業,その他（食品販売業）,株式会社　石川商店,代表取締役　石川　和幸,茨城県常陸大宮市北町404-1,茨城県常陸大宮市北町４０４－１,,0295-52-1338,,2022/07/21,,,ひたちなか保健所,焼きたてベーカリー　いしぱん,0295,0295-52-1339,,,,茨城県常陸大宮市北町３９９－１,茨城県常陸大宮市北町３９９－１,,56004,茨城県,常陸大宮市,北町,,,2022/07/21,,,株式会社　石川商店,代表取締役　石川　和幸,0295-52-1338,茨城県常陸大宮市北町４０４－１,茨城県常陸大宮市北町４０４－１,,56004,茨城県,常陸大宮市,北町,,,その他の食料品製造・加工業,(包装) その他（食品販売業）,,,081-089_茨城県_茨城県一括_食品衛生(許可・届出)_2022年07月_末日,製造業,食料品製造業,その他の食料品製造業,,,,,,,,焼きたてベーカリー　いしぱん,焼きたてベカリいしぱん,株式会社石川商店,,3,,,,,
えみちゃんのおいも屋さん,茨城県ひたちなか市中根2219,茨城県ひたちなか市中根２２１９,,,その他の食料品製造・加工業,その他（食品製造業）,安　恵美子,,,,,,,2022/07/21,,,ひたちなか保健所,えみちゃんのおいも屋さん,029,,,,,茨城県ひたちなか市中根２２１９,茨城県ひたちなか市中根２２１９,,55683,茨城県,ひたちなか市,中根,,,2022/07/21,,,,,,,,,,,,,,,その他の食料品製造・加工業, その他（食品製造業）,,,081-089_茨城県_茨城県一括_食品衛生(許可・届出)_2022年07月_末日,製造業,食料品製造業,その他の食料品製造業,,,,,,,,えみちゃんのおいも屋さん,えみちゃんのおいも屋さん,,,1,,,,,
㈱クロサワファーム,茨城県ひたちなか市阿字ケ浦町1992ー1,茨城県ひたちなか市阿字ケ浦町１９９２ー１,,,その他の食料品製造・加工業,その他（食品製造業）,㈱クロサワファーム,黒澤　武史,茨城県ひたちなか市阿字ケ浦町1992ー1,茨城県ひたちなか市阿字ケ浦町１９９２ー１,,029-212-3380,,2022/07/22,,,ひたちなか保健所,㈱クロサワファーム,029,,,,,茨城県ひたちなか市阿字ケ浦町１９９２ー１,茨城県ひたちなか市阿字が浦町１９９２－１,,55602,茨城県,ひたちなか市,阿字が浦町,,,2022/07/22,,,㈱クロサワファーム,黒澤　武史,029-212-3380,茨城県ひたちなか市阿字ケ浦町１９９２ー１,茨城県ひたちなか市阿字が浦町１９９２－１,,55602,茨城県,ひたちなか市,阿字が浦町,,,その他の食料品製造・加工業, その他（食品製造業）,,,081-089_茨城県_茨城県一括_食品衛生(許可・届出)_2022年07月_末日,製造業,食料品製造業,その他の食料品製造業,,,,,,,,株式会社クロサワファーム,株式会社クロサワファム,株式会社クロサワファーム,,1,,,,,
つくば青果丸忠,茨城県つくば市高見原1-5-22,茨城県つくば市高見原１－５－２２,,0298-75-8318,野菜果物販売業,野菜果物販売業,野原　淳一,,,,,,,2022/07/23,,,つくば保健所,つくば青果丸忠,029,0298-75-8318,,,,茨城県つくば市高見原１－５－２２,茨城県つくば市高見原１－５－２２,,55545,茨城県,つくば市,高見原１,,,2022/07/23,,,,,,,,,,,,,,,野菜果物販売業, 野菜果物販売業,,,081-089_茨城県_茨城県一括_食品衛生(許可・届出)_2022年07月_末日,卸売業，小売業,飲食料品小売業,野菜・果実小売業,,,,,,,,つくば青果丸忠,つくば青果丸忠,,,1,,,,,
ワタミ株式会社　ワタミの宅食　茨城常陸大宮営業所,茨城県常陸大宮市抽ケ台町864-1,茨城県常陸大宮市抽ケ台町８６４－１,,,通信販売・訪問販売による販売業,通信販売・訪問販売による販売業,ワタミ株式会社,代表取締役　渡邊　美樹,東京都大田区羽田1-1-3,東京都大田区羽田１－１－３,,03-5737-2809,,2022/07/25,,,ひたちなか保健所,ワタミ株式会社　ワタミの宅食　茨城常陸大宮営業所,0295,,,,,茨城県常陸大宮市抽ケ台町８６４－１,茨城県常陸大宮市抽が台町８６４－１,,56056,茨城県,常陸大宮市,抽が台町,,,2022/07/25,,,ワタミ株式会社,代表取締役　渡邊　美樹,03-5737-2809,東京都大田区羽田１－１－３,東京都大田区羽田１－１－３,,74111,東京都,大田区,羽田１,,,通信販売・訪問販売による販売業, 通信販売・訪問販売による販売業,,,081-089_茨城県_茨城県一括_食品衛生(許可・届出)_2022年07月_末日,卸売業，小売業,無店舗小売業,通信販売・訪問販売小売業,,,,,,,,ワタミ株式会社ワタミの宅食　茨城常陸大宮営業所,ワタミ株式会社ワタミの宅食茨城常陸大宮営業所,ワタミ株式会社,ワタミ,1,宿泊業，飲食サービス業,飲食店,専門料理店,焼肉店,
セブンイレブン常陸大宮姥賀店,茨城県常陸大宮市姥賀町604-1,茨城県常陸大宮市姥賀町６０４－１,,0295-53-7010,コンビニエンスストア,コンビニエンスストア,稲見　和司,,,,,,,2022/07/25,,,ひたちなか保健所,セブンイレブン常陸大宮姥賀店,0295,0295-53-7010,,,,茨城県常陸大宮市姥賀町６０４－１,茨城県常陸大宮市姥賀町６０４－１,,55983,茨城県,常陸大宮市,姥賀町,,,2022/07/25,,,,,,,,,,,,,,,コンビニエンスストア, コンビニエンスストア,,,081-089_茨城県_茨城県一括_食品衛生(許可・届出)_2022年07月_末日,卸売業，小売業,飲食料品小売業,その他の飲食料品小売業,コンビニエンスストア（飲食料品を中心とするものに限る）,,,,,,,セブンイレブン常陸大宮姥賀店,セブンイレブン常陸大宮姥賀店,,セブンイレブン,2,卸売業，小売業,飲食料品小売業,その他の飲食料品小売業,コンビニエンスストア（飲食料品を中心とするものに限る）,
福寿家与八,茨城県つくば市稲岡66-1イオンモールつくば,茨城県つくば市稲岡６６－１,イオンモールつくば,029-836-8600,その他の食料・飲料販売業,その他（食品販売業）,株式会社　松葉フーズ,松本　幸雄,大阪府大阪市城東区中央2-14-C-2602,大阪府大阪市城東区中央２－１４－C－２６０２,,06-6935-5666,,2022/07/25,,,つくば保健所,福寿家与八,029,029-836-8600,,,,茨城県つくば市稲岡６６－１,茨城県つくば市稲岡６６－１,イオンモールつくば,55306,茨城県,つくば市,稲岡,,,2022/07/25,,,株式会社　松葉フーズ,松本　幸雄,06-6935-5666,大阪府大阪市城東区中央２－１４－C－２６０２,大阪府大阪市城東区中央２－１４－C－２６０２,,155041,大阪府,大阪市城東区,中央２,,,その他の食料品製造・加工業,(包装) その他（食品販売業）,,,081-089_茨城県_茨城県一括_食品衛生(許可・届出)_2022年07月_末日,製造業,食料品製造業,その他の食料品製造業,,,,,,,,福寿家与八,福寿家与八,株式会社松葉フーズ,,1,,,,,
セブン－イレブン　ひたちなか稲田店,茨城県ひたちなか市大字稲田603-8,茨城県ひたちなか市大字稲田６０３－８,,029-202-0732,コンビニエンスストア,コンビニエンスストア,村田　孝,,,,,,,2022/07/26,,,ひたちなか保健所,セブン－イレブン　ひたちなか稲田店,029,029-202-0732,,,,茨城県ひたちなか市大字稲田６０３－８,茨城県ひたちなか市稲田６０３－８,,55607,茨城県,ひたちなか市,稲田,,,2022/07/26,,,,,,,,,,,,,,,コンビニエンスストア, コンビニエンスストア,,,081-089_茨城県_茨城県一括_食品衛生(許可・届出)_2022年07月_末日,卸売業，小売業,飲食料品小売業,その他の飲食料品小売業,コンビニエンスストア（飲食料品を中心とするものに限る）,,,,,,,セブンイレブン　ひたちなか稲田店,セブンイレブンひたちなか稲田店,,セブンイレブン,1,卸売業，小売業,飲食料品小売業,その他の飲食料品小売業,コンビニエンスストア（飲食料品を中心とするものに限る）,
ＢＡＳＥ　ＫＡＭＰＯ　ＰＨＡＲＭＡＣＹ,茨城県つくば市みどりの2丁目20-11パレスみどりの104,茨城県つくば市みどりの２丁目２０－１１,パレスみどりの１０４,029-846-3552,製茶業,製茶業,髙田　耕治,,,,,,,2022/07/26,,,つくば保健所,ＢＡＳＥ　ＫＡＭＰＯ　ＰＨＡＲＭＡＣＹ,029,029-846-3552,,,,茨城県つくば市みどりの２丁目２０－１１,茨城県つくば市みどりノ２丁目２０－１１,パレスみどりの１０４,55291,茨城県,つくば市,,,,2022/07/26,,,,,,,,,,,,,,,製茶業, 製茶業,,,081-089_茨城県_茨城県一括_食品衛生(許可・届出)_2022年07月_末日,製造業,飲料・たばこ・飼料製造業,茶・コーヒー製造業（清涼飲料を除く）,製茶業,,,,,,,ＢＡＳＥ　ＫＡＭＰＯ　ＰＨＡＲＭＡＣＹ,ＢＡＳＥＫＡＭＰＯＰＨＡＲＭＡＣＹ,,,1,,,,,
ミニストップ　東海二軒茶屋店,茨城県那珂郡東海村舟石川866-10,茨城県那珂郡東海村舟石川８６６－１０,,029-287-7226,コンビニエンスストア,コンビニエンスストア,海老根　重信,,,,,,,2022/07/27,,,ひたちなか保健所,ミニストップ　東海二軒茶屋店,029,029-287-7226,,,,茨城県那珂郡東海村舟石川８６６－１０,茨城県那珂郡東海村舟石川８６６－１０,,57067,茨城県,那珂郡東海村,舟石川,,,2022/07/27,,,,,,,,,,,,,,,コンビニエンスストア, コンビニエンスストア,,,081-089_茨城県_茨城県一括_食品衛生(許可・届出)_2022年07月_末日,卸売業，小売業,飲食料品小売業,その他の飲食料品小売業,コンビニエンスストア（飲食料品を中心とするものに限る）,,,,,,,ミニストップ　東海二軒茶屋店,ミニストップ東海二軒茶屋店,,ミニストップ,1,卸売業，小売業,飲食料品小売業,その他の飲食料品小売業,コンビニエンスストア（飲食料品を中心とするものに限る）,
デイリーヤマザキ東海村動燃通り店,茨城県那珂郡東海村村松2602-3,茨城県那珂郡東海村村松２６０２－３,,029-287-0063,コンビニエンスストア,コンビニエンスストア,古舘　洋,,,,,,,2022/07/27,,,ひたちなか保健所,デイリーヤマザキ東海村動燃通り店,029,029-287-0063,,,,茨城県那珂郡東海村村松２６０２－３,茨城県那珂郡東海村村松２６０２－３,,57069,茨城県,那珂郡東海村,村松,,,2022/07/27,,,,,,,,,,,,,,,コンビニエンスストア, コンビニエンスストア,,,081-089_茨城県_茨城県一括_食品衛生(許可・届出)_2022年07月_末日,卸売業，小売業,飲食料品小売業,その他の飲食料品小売業,コンビニエンスストア（飲食料品を中心とするものに限る）,,,,,,,デイリーヤマザキ東海村動燃通り店,デイリヤマザキ東海村動燃通り店,,デイリーヤマザキ,2,宿泊業，飲食サービス業,持ち帰り・配達飲食サービス業,持ち帰り飲食サービス業,持ち帰り飲食サービス業,
Ｄｏｍｅ　Ｈｏｕｓｅ　Ｃｏｆｆｅｅ,茨城県常総市豊岡町丁241-1,茨城県常総市豊岡町丁２４１－１,,09047243261,コーヒー製造・加工業（飲料の製造を除く）,コーヒー製造・加工業（飲料の製造を除く）,小林　実,,,,,,,2022/07/27,,,つくば保健所,Ｄｏｍｅ　Ｈｏｕｓｅ　Ｃｏｆｆｅｅ,0297,090-4724-3261,,,,茨城県常総市豊岡町丁２４１－１,茨城県常総市豊岡町丁２４１－１,,54750,茨城県,常総市,豊岡町丁,,,2022/07/27,,,,,,,,,,,,,,,コーヒー製造・加工業,飲料の製造を除く コーヒー製造・加工業（飲料の製造を除く）,,,081-089_茨城県_茨城県一括_食品衛生(許可・届出)_2022年07月_末日,製造業,飲料・たばこ・飼料製造業,茶・コーヒー製造業（清涼飲料を除く）,コーヒー製造業,,,,,,,Ｄｏｍｅ　Ｈｏｕｓｅ　Ｃｏｆｆｅｅ,ＤｏｍｅＨｏｕｓｅＣｏｆｆｅｅ,,,1,,,,,
