https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1306,n処理終了,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,申請年月日,申請者1,申請者2,申請-電話番号1,施設名,施設-住所0,施設-住所1,施設-マンション名,施設-電話番号1,業種,その他,確認番号,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,令3年12月09日,宮﨑  俊久,,,ローソン熊本セイラタウン店,熊本市東区下江津1丁目24-22,熊本市東区下江津１丁目２４－２２,,214-8070,コンビニエンスストア,,指令（食保）第6939号,,423,ローソン熊本セイラタウン店,096,096-214-8070,,,,熊本市東区下江津１丁目２４－２２,熊本県熊本市東区下江津１丁目２４－２２,,208085,43,43102,下江津１,2021/12/09,,,,,,宮﨑  俊久 ,,,,,,,,,指令（食保）第6939号,,コンビニエンスストア,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,I,58,589,5891,ロソン熊本セイラタウン店096-214-807020808543102,b20434f0-e1db-424a-a3b4-af784a36f1e7,,personal,65fffb88-2418-4402-b925-ec2819d63133,2021/12/09,ローソン熊本セイラタウン店,ロソン熊本セイラタウン店,
1094,令3年12月13日,坂口  健人,,,坂口売店,熊本市中央区古城町3-1,熊本市中央区古城町３－１,,,その他の食料・飲料販売業,,指令（食保）第6979号,,423,坂口売店,096,,,,,熊本市中央区古城町３－１,熊本県熊本市中央区古城町３－１,,207876,43,43101,古城町,2021/12/13,,,,,,坂口  健人 ,,,,,,,,,指令（食保）第6979号,,その他の食料品製造・加工業,(包装),,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,E,9,99,,坂口売店20787643101,3fd01ce1-55d8-497a-ba0d-731c9cf6047d,,personal,3ce6ce77-63c4-454c-9906-355e30eee6cc,2021/12/13,坂口売店,坂口売店,
1104,令3年12月16日,創亜㈱,吉本賢一,,創亜株式会社,熊本市北区下硯川町472番地1,熊本市北区下硯川町４７２番地１,,,その他の食料・飲料販売業,,指令（食保）第51173号,,423,創亜株式会社,096,,,,,熊本市北区下硯川町４７２番地１,熊本県熊本市北区下硯川町４７２番地１,,208636,43,43105,下硯川町,2021/12/16,,,,,創亜㈱,吉本賢一,,,,,,,,,指令（食保）第51173号,,その他の食料品製造・加工業,(包装),,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,E,9,99,,創亜株式会社20863643105,d95bc683-cf60-47a7-a1e9-0c27e8aa2040,創亜株式会社,0a4c0ad2-1573-4691-827a-28c80fa0e9c7,4b8660d8-ffb2-44c2-be35-aa5baa9a221b,2021/12/16,創亜株式会社,創亜株式会社,創亜株式会社
1108,令3年12月17日,伊藤  泰文,,,㈲伊藤商店,熊本市西区田崎町484熊青西九州青果市場内商事部内,熊本市西区田崎町４８４,熊青西九州青果市場内商事部内,354-8900,野菜果物販売業,,指令（食保）第7036号,,423,㈲伊藤商店,096,096-354-8900,,,,熊本市西区田崎町４８４,熊本県熊本市西区田崎町４８４,熊青西九州青果市場内商事部内,208293,43,43103,田崎町,2021/12/17,,,,,,伊藤  泰文 ,,,,,,,,,指令（食保）第7036号,,野菜果物販売業,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,I,58,582,,有限会社伊藤商店096-354-890020829343103,324fe595-4e56-418b-b83c-2948abdf90e2,,personal,c58d71ae-ad56-474f-9bcf-912d8be67e50,2021/12/17,有限会社伊藤商店,有限会社伊藤商店,
1130,令3年12月20日,土山  学,,,土山野菜,熊本市東区下南部3丁目4-157,熊本市東区下南部３丁目４－１５７,,,野菜果物販売業,,指令（食保）第7044号,,423,土山野菜,096,,,,,熊本市東区下南部３丁目４－１５７,熊本県熊本市東区下南部３丁目４－１５７,,208095,43,43102,下南部３,2021/12/20,,,,,,土山  学 ,,,,,,,,,指令（食保）第7044号,,野菜果物販売業,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,I,58,582,,土山野菜20809543102,df2d1b41-d7fd-4ff0-a589-8aaf1d75dcc4,,personal,e711c1cb-7497-409a-8ce3-93bf5ad2b4c8,2021/12/20,土山野菜,土山野菜,
1148,令3年12月23日,光永  次郎,,,ローソン熊本神水１丁目店,熊本市中央区神水1丁目17-18,熊本市中央区神水１丁目１７－１８,,385-7600,コンビニエンスストア,,指令（食保）第7074号,,423,ローソン熊本神水１丁目店,096,096-385-7600,,,,熊本市中央区神水１丁目１７－１８,熊本県熊本市中央区神水１丁目１７－１８,,207860,43,43101,神水１,2021/12/23,,,,,,光永  次郎 ,,,,,,,,,指令（食保）第7074号,,コンビニエンスストア,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,I,58,589,5891,ロソン熊本神水１丁目店096-385-760020786043101,61722a66-d7de-4b74-8cbc-e7a249742f10,,personal,abcecebd-c17e-48c9-b079-a5810a63002b,2021/12/23,ローソン熊本神水１丁目店,ロソン熊本神水１丁目店,
1156,令3年12月24日,野村  昌生,,,野村いろは農園,熊本市西区上代8丁目9-11,熊本市西区上代８丁目９－１１,,329-6262,農産保存食料品製造・加工業,,指令（食保）第7086号,,423,野村いろは農園,096,096-329-6262,,,,熊本市西区上代８丁目９－１１,熊本県熊本市西区上代８丁目９－１１,,208246,43,43103,上代８,2021/12/24,,,,,,野村  昌生 ,,,,,,,,,指令（食保）第7086号,,農産保存食料品製造・加工業,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,E,9,93,,野村いろは農園096-329-626220824643103,d5714707-a029-44b9-972b-256e898d366c,,personal,eac7fed5-5ffd-4466-b763-c0cbb56fe217,2021/12/24,野村いろは農園,野村いろは農園,
1160,令3年12月27日,ＲｅＣｒｅａｔｅ㈱,宗藤  正剛,,小麦の奴隷  長嶺店,熊本市東区長嶺南7丁目6-3,熊本市東区長嶺南７丁目６－３,,200-7745,その他の食料・飲料販売業,,指令（食保）第7091号,,423,小麦の奴隷  長嶺店,096,096-200-7745,,,,熊本市東区長嶺南７丁目６－３,熊本県熊本市東区長嶺南７丁目６－３,,208156,43,43102,長嶺南７,2021/12/27,,,,,ＲｅＣｒｅａｔｅ㈱,宗藤  正剛,,,,,,,,,指令（食保）第7091号,,その他の食料品製造・加工業,(包装),,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,E,9,99,,小麦の奴隷長嶺店096-200-774520815643102,32ef093f-9133-45b0-a86a-460648e67685,ＲｅＣｒｅａｔｅ株式会社,55eaf7d1-4192-42ef-a375-df2a2fb913fe,74d3fda7-b12a-41e2-b17f-8ea56b000558,2021/12/27,小麦の奴隷　長嶺店,小麦の奴隷長嶺店,ＲｅＣｒｅａｔｅ株式会社
1162,令3年12月28日,㈱九広,鳥越  友和,,ローソン熊本戸島西３丁目店,熊本市東区戸島西3丁目3381-1,熊本市東区戸島西３丁目３３８１－１,,380-5573,コンビニエンスストア,,指令（食保）第7107号,,423,ローソン熊本戸島西３丁目店,096,096-380-5573,,,,熊本市東区戸島西３丁目３３８１－１,熊本県熊本市東区戸島西３丁目３３８１－１,,208128,43,43102,戸島西３,2021/12/28,,,,,㈱九広,鳥越  友和,,,,,,,,,指令（食保）第7107号,,コンビニエンスストア,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,I,58,589,5891,ロソン熊本戸島西３丁目店096-380-557320812843102,2324958b-9fc8-4e0a-99a1-9459b37fcbee,株式会社九広,d3a16cdb-c2d7-4b86-bb02-51a4a39f7b0b,07294fed-f787-4ffc-abf2-d38d06e729b1,2021/12/28,ローソン熊本戸島西３丁目店,ロソン熊本戸島西３丁目店,株式会社九広
1164,令3年12月28日,㈱恵青果  ふれあい畑,濵田  妙子,,ドラッグストアモリ本荘店,熊本市中央区本荘町737-7,熊本市中央区本荘町７３７－７,,364-0255,野菜果物販売業,,指令（食保）第7104号,,423,ドラッグストアモリ本荘店,096,096-364-0255,,,,熊本市中央区本荘町７３７－７,熊本県熊本市中央区本荘町７３７－７,,207974,43,43101,本荘町,2021/12/28,,,,,㈱恵青果  ふれあい畑,濵田  妙子,,,,,,,,,指令（食保）第7104号,,野菜果物販売業,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,I,58,582,,ドラッグストアモリ本荘店096-364-025520797443101,d4b277d6-b4b4-4add-843d-45ca3fca2c69,株式会社恵青果　ふれあい畑,4175d3e7-5bac-4f40-8bbe-21b0e7d9da02,8f786440-7435-4eac-b48a-b95d4166db08,2021/12/28,ドラッグストアモリ本荘店,ドラッグストアモリ本荘店,株式会社恵青果　ふれあい畑
1165,令3年12月28日,高﨑  秀介,,,エスティ九州,熊本市東区長嶺南6丁目1-7長嶺第一ﾊｲﾂ305,熊本市東区長嶺南６丁目１－７,長嶺第一ﾊｲﾂ３０５,295-2649,その他の食料・飲料販売業,,指令（食保）第7105号,,423,エスティ九州,096,096-295-2649,,,,熊本市東区長嶺南６丁目１－７,熊本県熊本市東区長嶺南６丁目１－７,長嶺第一ﾊｲﾂ３０５,208155,43,43102,長嶺南６,2021/12/28,,,,,,高﨑  秀介 ,,,,,,,,,指令（食保）第7105号,,その他の食料品製造・加工業,(包装),,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,E,9,99,,エスティ九州096-295-264920815543102,9ad0918f-03f0-46e7-9497-48403f89da22,,personal,4ce5cb69-28cc-4387-b698-20ef85b72e64,2021/12/28,エスティ九州,エスティ九州,
111,令3年09月16日,吉田光徳,,,吉田商会,熊本市南区熊本市南区富合町廻江724-2,熊本市南区熊本市南区富合町廻江７２４－２,,358-1020,その他の食料・飲料販売業,,指令（食保）第50488号,,423,吉田商会,096,096-358-1020,,,,熊本市南区熊本市南区富合町廻江７２４－２,熊本県熊本市南区富合町廻江７２４－２,,208456,43,43104,富合町廻江,2021/09/16,,,,,,吉田光徳 ,,,,,,,,,指令（食保）第50488号,,その他の食料品製造・加工業,(包装),,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,E,9,99,,吉田商会096-358-102020845643104,32464eb1-629d-4977-b36d-60db9793f95e,,personal,ca810927-5e49-41d9-956b-c706d600f5df,2021/09/16,吉田商会,吉田商会,
1174,令4年01月14日,㈱ｎａｎａｉｒｏ,佐藤  公彦,,セブンイレブン熊本龍田７丁目店,熊本市北区龍田7丁目31-72,熊本市北区龍田７丁目３１－７２,,339-3363,コンビニエンスストア,,指令（食保）第7208号,,423,セブンイレブン熊本龍田７丁目店,096,096-339-3363,,,,熊本市北区龍田７丁目３１－７２,熊本県熊本市北区竜田７丁目３１－７２,,208647,43,43105,竜田７,2022/01/14,,,,,㈱ｎａｎａｉｒｏ,佐藤  公彦,,,,,,,,,指令（食保）第7208号,,コンビニエンスストア,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,I,58,589,5891,セブンイレブン熊本龍田７丁目店096-339-336320864743105,131be55a-3e75-4e5b-b8cd-8e5c1de09153,株式会社ｎａｎａｉｒｏ,15672f5c-5ba4-4257-be52-65f56f808f48,3253f924-520d-43f1-a2fd-6c00cd96d49e,2022/01/14,セブンイレブン熊本龍田７丁目店,セブンイレブン熊本龍田７丁目店,株式会社ｎａｎａｉｒｏ
1185,令4年01月18日,㈱シェアタス,日高幸太,,スカイテラス,熊本市中央区九品寺1-1-26リバーポート9 4F,熊本市中央区九品寺１－１－２６,リバーポート９　４F,,食肉販売業（包装済みの食肉のみの販売）,,指令（食保）第51236号,,423,スカイテラス,096,,,,,熊本市中央区九品寺１－１－２６,熊本県熊本市中央区九品寺１－１－２６,リバーポート９　４F,207846,43,43101,九品寺１,2022/01/18,,,,,㈱シェアタス,日高幸太,,,,,,,,,指令（食保）第51236号,,食肉販売業,包装済みの食肉のみの販売,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,I,58,583,,スカイテラス20784643101,691b385d-fdb4-4658-b21c-8202c7c515f2,株式会社シェアタス,58c29b36-74b6-48c6-9a0a-e038f13f6d78,b3dadb6a-cd49-4eb3-9e89-da4e61b12176,2022/01/18,スカイテラス,スカイテラス,株式会社シェアタス
1187,令4年01月19日,江崎  和広,,,炭火焼とり居酒屋和み,熊本市西区島崎2丁目3-37,熊本市西区島崎２丁目３－３７,,323-6869,その他の食料・飲料販売業,,指令（食保）第7261号,,423,炭火焼とり居酒屋和み,096,096-323-6869,,,,熊本市西区島崎２丁目３－３７,熊本県熊本市西区島崎２丁目３－３７,,208258,43,43103,島崎２,2022/01/19,,,,,,江崎  和広 ,,,,,,,,,指令（食保）第7261号,,その他の食料品製造・加工業,(包装),,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,E,9,99,,炭火焼とり居酒屋和み096-323-686920825843103,9d37c896-4a4f-4071-8b41-15b6069f75ef,,personal,ca8d9a6b-00dd-4207-8d15-48ce7fd20c8c,2022/01/19,炭火焼とり居酒屋和み,炭火焼とり居酒屋和み,
1192,令4年01月20日,坂本  浩二,,,炭焼おはこ,熊本市中央区上林町1-37-2F,熊本市中央区上林町１－３７－２F,,356-9700,食肉販売業（包装済みの食肉のみの販売）,,指令（食保）第7263号,,423,炭焼おはこ,096,096-356-9700,,,,熊本市中央区上林町１－３７,熊本県熊本市中央区上林町１－３７,２F,207837,43,43101,上林町,2022/01/20,,,,,,坂本  浩二 ,,,,,,,,,指令（食保）第7263号,,食肉販売業,包装済みの食肉のみの販売,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,I,58,583,,炭焼おはこ096-356-970020783743101,9cf90084-f3d6-4264-b83d-572d3749ba27,,personal,855a6f80-1d38-42de-a149-933f65dd480c,2022/01/20,炭焼おはこ,炭焼おはこ,
1198,令4年01月21日,㈱West  Village,西村通洋,,バスクチーズケーキ専門店RICO,熊本市東区戸島西3丁目1-97スタンドブルー202,熊本市東区戸島西３丁目１－９７,スタンドブルー２０２,,乳類販売業,,指令（食保）第51246号,,423,バスクチーズケーキ専門店RICO,096,,,,,熊本市東区戸島西３丁目１－９７,熊本県熊本市東区戸島西３丁目１－９７,スタンドブルー２０２,208128,43,43102,戸島西３,2022/01/21,,,,,㈱West  Village,西村通洋,,,,,,,,,指令（食保）第51246号,,乳類販売業,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,I,58,,,バスクチズケキ専門店ＲＩＣＯ20812843102,3e39afa1-f832-4328-80f7-7db1f0e8c457,株式会社Ｗｅｓｔ　Ｖｉｌｌａｇｅ,a0f2f343-4a68-49a0-ad0b-25b338f27f0a,674cb1b2-26c6-454a-bf2f-82f63ba4be85,2022/01/21,バスクチーズケーキ専門店ＲＩＣＯ,バスクチズケキ専門店ＲＩＣＯ,株式会社Ｗｅｓｔ　Ｖｉｌｌａｇｅ
1203,令4年01月21日,新田  章久,,,セブン―イレブン熊本御領２丁目店,熊本市東区御領2丁目6-53,熊本市東区御領２丁目６－５３,,388-6071,コンビニエンスストア,,指令（食保）第7275号,,423,セブン―イレブン熊本御領２丁目店,096,096-388-6071,,,,熊本市東区御領２丁目６－５３,熊本県熊本市東区御領２丁目６－５３,,208066,43,43102,御領２,2022/01/21,,,,,,新田  章久 ,,,,,,,,,指令（食保）第7275号,,コンビニエンスストア,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,I,58,589,5891,セブンイレブン熊本御領２丁目店096-388-607120806643102,9d45b199-b8c8-4fe6-a730-62bca082673f,,personal,79a29350-c8fe-48c0-9234-bc3b698270bb,2022/01/21,セブンイレブン熊本御領２丁目店,セブンイレブン熊本御領２丁目店,
1205,令4年01月24日,安藤  忠広,,,安藤忠広販売所,熊本市中央区白山3丁目9-12,熊本市中央区白山３丁目９－１２,,364-3794,その他の食料・飲料販売業,,指令（食保）第7400号,,423,安藤忠広販売所,096,096-364-3794,,,,熊本市中央区白山３丁目９－１２,熊本県熊本市中央区白山３丁目９－１２,,207952,43,43101,白山３,2022/01/24,,,,,,安藤  忠広 ,,,,,,,,,指令（食保）第7400号,,その他の食料品製造・加工業,(包装),,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,E,9,99,,安藤忠広販売所096-364-379420795243101,1907e772-684b-4d11-a018-8203487c4779,,personal,481ccfbd-c69d-42f3-bb79-597b6f7fe79a,2022/01/24,安藤忠広販売所,安藤忠広販売所,
1208,令4年01月24日,田中  いずみ,,,まよみ堂,熊本市中央区水前寺6丁目18-1県庁売店,熊本市中央区水前寺６丁目１８－１,県庁売店,,その他の食料・飲料販売業,,指令（食保）第7411号,,423,まよみ堂,096,,,,,熊本市中央区水前寺６丁目１８－１,熊本県熊本市中央区水前寺６丁目１８－１,県庁売店,207919,43,43101,水前寺６,2022/01/24,,,,,,田中  いずみ ,,,,,,,,,指令（食保）第7411号,,その他の食料品製造・加工業,(包装),,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,E,9,99,,まよみ堂20791943101,9545b1ff-ffd4-4617-b933-87943ae78bc3,,personal,590f9a9d-fd03-4175-8918-b6a42bc97729,2022/01/24,まよみ堂,まよみ堂,
1214,令4年01月24日,野添  幸男,,,畠口みのり保育園,熊本市南区畠口町2137-2,熊本市南区畠口町２１３７－２,,227-2460,集団給食施設,,指令（食保）第7412号,,423,畠口みのり保育園,096,096-227-2460,,,,熊本市南区畠口町２１３７－２,熊本県熊本市南区畠口町２１３７－２,,208468,43,43104,畠口町,2022/01/24,,,,,,野添  幸男 ,,,,,,,,,指令（食保）第7412号,,給食施設,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,M,77,,,畠口みのり保育園096-227-246020846843104,aadcdc5c-3eb4-4c14-92d3-fdc2a44927d2,,personal,b66a89b4-bb40-4306-8677-0f2abc955fc8,2022/01/24,畠口みのり保育園,畠口みのり保育園,
