https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,n処理終了,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,施設名,施設-住所1,施設-マンション名,施設-電話番号1,業種,業態,申請者1,申請-電話番号1,開業年月日,許可年月日,確認番号,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ｍａｎｔｅｎ,,Ｍａｎｔｅｎ　,西原町字翁長５３０－１,２階,098-944-7336  ,飲食店営業,食堂,比嘉ルリ子,,R04.01.17,R04.01.17,第05202101128号,,466,Ｍａｎｔｅｎ　,098,098-944-7336,,,,西原町字翁長５３０－１,沖縄県中頭郡西原町字翁長５３０－１,２階,216321,47,47329,翁長,,2022/01/17,2022/01/17,,,,比嘉ルリ子,,,,,,,,,第05202101128号,,飲食店営業, 食堂,,,466_沖縄県_南部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,Ｍａｎｔｅｎ098-944-733621632147329,18232943-e978-4f91-86d3-e93f82c819a1,,personal,43973760-80df-40bc-b2e4-7460a21e1ad1,2022/01/17,Ｍａｎｔｅｎ　,Ｍａｎｔｅｎ,
ＭＯＭＯ　ＫＯＵＢＯＵ,,ＭＯＭＯ　ＫＯＵＢＯＵ　,西原町幸地３２６－５,Ｃ－６１,098-945-0239  ,菓子製造業,菓子製造業,狩俣恵子,,R04.02.15,R04.02.15,第05202101242号,,466,ＭＯＭＯ　ＫＯＵＢＯＵ　,098,098-945-0239,,,,西原町幸地３２６－５,沖縄県中頭郡西原町幸地３２６－５,Ｃ－６１,216327,47,47329,幸地,,2022/02/15,2022/02/15,,,,狩俣恵子,,,,,,,,,第05202101242号,,菓子製造業, 菓子製造業,,,466_沖縄県_南部保健所_食品衛生()_2021年12月-2022年02月_末日,E,9,,,ＭＯＭＯＫＯＵＢＯＵ098-945-023921632747329,cabfa8ad-632c-4d8d-b87b-aa7848e9faff,,personal,c93ca5d4-2113-4bf6-87ac-9339ec6d8072,2022/02/15,ＭＯＭＯ　ＫＯＵＢＯＵ　,ＭＯＭＯＫＯＵＢＯＵ,
フェスティバル,,フェスティバル　,与那原町字与那原２９９９－１,２０３,098-946-7350  ,飲食店営業,スナック,上地ゆかり,,R04.01.28,R04.01.28,第05202101188号,,466,フェスティバル　,098,098-946-7350,,,,与那原町字与那原２９９９－１,沖縄県島尻郡与那原町字与那原２９９９－１,２０３,216419,47,47348,与那原,,2022/01/28,2022/01/28,,,,上地ゆかり,,,,,,,,,第05202101188号,,飲食店営業, スナック,,,466_沖縄県_南部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,フェスティバル098-946-735021641947348,96a729e4-4839-463b-a150-be6980116a10,,personal,37ca69cf-534c-4b37-b428-62f6853488a1,2022/01/28,フェスティバル　,フェスティバル,
グスクシリカ,,グスクシリカ　,南城市玉城字當山１７－２,,098-948-7232  ,飲食店営業,パーラー,喜瀬弘,,R04.02.28,R04.02.28,第05202101299号,,466,グスクシリカ　,098,098-948-7232,,,,南城市玉城字當山１７－２,沖縄県南城市玉城字当山１７－２,,216128,47,47215,玉城,,2022/02/28,2022/02/28,,,,喜瀬弘,,,,,,,,,第05202101299号,,飲食店営業, パーラー,,,466_沖縄県_南部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,グスクシリカ098-948-723221612847215,cd12e74f-4260-498d-a2bd-22119af085b6,,personal,100986ad-d1c7-4235-b8ac-2c5959d5f61b,2022/02/28,グスクシリカ　,グスクシリカ,
ＮＥＰＡＬ　ＳＰＩＣＥ　ＫＩＴＣＨＥＮ　ＫＡＳＴＨＡＭＡＮＤＡＰ,,ＮＥＰＡＬ　ＳＰＩＣＥ　ＫＩＴＣＨＥＮ　ＫＡＳＴＨＡＭＡＮＤＡＰ　,浦添市仲西１－３－２５,フロンテージ仲西２０１,098-963-4949  ,飲食店営業,レストラン,ジョシー　ナラヤン　プラサード,,R04.02.28,R04.02.28,第05202101310号,,466,ＮＥＰＡＬ　ＳＰＩＣＥ　ＫＩＴＣＨＥＮ　ＫＡＳＴＨＡＭＡＮＤＡＰ　,098,098-963-4949,,,,浦添市仲西１－３－２５,沖縄県浦添市仲西１－３－２５,フロンテージ仲西２０１,215676,47,47208,仲西１,,2022/02/28,2022/02/28,,,,ジョシー　ナラヤン　プラサード,,,,,,,,,第05202101310号,,飲食店営業, レストラン,,,466_沖縄県_南部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,ＮＥＰＡＬＳＰＩＣＥＫＩＴＣＨＥＮＫＡＳＴＨＡＭＡＮＤＡＰ098-963-494921567647208,61d171ba-e0c5-43ac-8434-7b4b4c0a9402,,personal,a0a582e0-eeef-42dc-8d84-d252eb0e570d,2022/02/28,ＮＥＰＡＬ　ＳＰＩＣＥ　ＫＩＴＣＨＥＮ　ＫＡＳＴＨＡＭＡＮＤＡＰ　,ＮＥＰＡＬＳＰＩＣＥＫＩＴＣＨＥＮＫＡＳＴＨＡＭＡＮＤＡＰ,
民宿あさと,,民宿あさと　,久米島町字大田５３２,,098-985-2102  ,飲食店営業,旅館,安里健,,R04.01.28,R04.01.28,第05202101196号,,466,民宿あさと　,098,098-985-2102,,,,久米島町字大田５３２,沖縄県島尻郡久米島町字大田５３２,,700964,47,47361,大田,,2022/01/28,2022/01/28,,,,安里健,,,,,,,,,第05202101196号,,飲食店営業, 旅館,,,466_沖縄県_南部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,民宿あさと098-985-210270096447361,6eab5ba2-c773-4a68-ae5c-9f9b74e764bd,,personal,ff1fef30-2a6c-42b9-9cbb-b60e06ab86ae,2022/01/28,民宿あさと　,民宿あさと,
肉問屋　佳風,,肉問屋　佳風　,南風原町字兼城７１３－１,,098-987-1267  ,そうざい製造業,そうざい製造業,谷脇勇太,,R03.12.28,R03.12.28,第05202101103号,,466,肉問屋　佳風　,098,098-987-1267,,,,南風原町字兼城７１３－１,沖縄県島尻郡南風原町字兼城７１３－１,,216399,47,47350,兼城,,2021/12/28,2021/12/28,,,,谷脇勇太,,,,,,,,,第05202101103号,,そうざい製造業, そうざい製造業,,,466_沖縄県_南部保健所_食品衛生()_2021年12月-2022年02月_末日,E,9,,,肉問屋佳風098-987-126721639947350,eb3e011f-ffac-4f15-8faf-a9f78ab945b7,,personal,9195b433-dd71-4350-82b5-fa39159b73b1,2021/12/28,肉問屋　佳風　,肉問屋佳風,
新垣商店,,新垣商店　,渡嘉敷村阿波連９７,,098-987-2347  ,菓子製造業,菓子製造業,新垣優子,,R04.02.16,R04.02.16,第05202101244号,,466,新垣商店　,098,098-987-2347,,,,渡嘉敷村阿波連９７,沖縄県島尻郡渡嘉敷村阿波連９７,,216392,47,47353,阿波連,,2022/02/16,2022/02/16,,,,新垣優子,,,,,,,,,第05202101244号,,菓子製造業, 菓子製造業,,,466_沖縄県_南部保健所_食品衛生()_2021年12月-2022年02月_末日,E,9,,,新垣商店098-987-234721639247353,dc8607de-390e-4f99-82a7-51236d8dc5ed,,personal,72037b1d-af23-4ec0-aec0-6aff1c61fcfe,2022/02/16,新垣商店　,新垣商店,
新垣商店,,新垣商店　,渡嘉敷村阿波連９７,,098-987-2347  ,飲食店営業,弁当屋,新垣優子,,R04.02.16,R04.02.16,第05202101245号,,466,新垣商店　,098,098-987-2347,,,,渡嘉敷村阿波連９７,沖縄県島尻郡渡嘉敷村阿波連９７,,216392,47,47353,阿波連,,2022/02/16,2022/02/16,,,,新垣優子,,,,,,,,,第05202101245号,,飲食店営業, 弁当屋,,,466_沖縄県_南部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,新垣商店098-987-234721639247353,dc8607de-390e-4f99-82a7-51236d8dc5ed,,personal,63ae0006-bd43-4254-a2f3-350578ad9172,2022/02/16,新垣商店　,新垣商店,
ｌｉｔｔｌｅ　ｋｉｔｃｈｅｎ,,ｌｉｔｔｌｅ　ｋｉｔｃｈｅｎ　,座間味村字座間味２８,,098-987-3070  ,飲食店営業,バー,並木寿夫,,R04.02.09,R04.02.09,第05202101224号,,466,ｌｉｔｔｌｅ　ｋｉｔｃｈｅｎ　,098,098-987-3070,,,,座間味村字座間味２８,沖縄県島尻郡座間味村字座間味２８,,216390,47,47354,座間味,,2022/02/09,2022/02/09,,,,並木寿夫,,,,,,,,,第05202101224号,,飲食店営業, バー,,,466_沖縄県_南部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,ｌｉｔｔｌｅｋｉｔｃｈｅｎ098-987-307021639047354,f4339d82-b777-4731-abc3-6c4c1a20ea07,,personal,133e2dd5-b011-42fd-ad4f-057f6c682cef,2022/02/09,ｌｉｔｔｌｅ　ｋｉｔｃｈｅｎ　,ｌｉｔｔｌｅｋｉｔｃｈｅｎ,
ニライカナイ,,ニライカナイ　,渡嘉敷村字阿波連１２４,,098-987-3422  ,飲食店営業,食堂,大本崇,,R03.12.09,R03.12.09,第05202101061号,,466,ニライカナイ　,098,098-987-3422,,,,渡嘉敷村字阿波連１２４,沖縄県島尻郡渡嘉敷村字阿波連１２４,,216392,47,47353,阿波連,,2021/12/09,2021/12/09,,,,大本崇,,,,,,,,,第05202101061号,,飲食店営業, 食堂,,,466_沖縄県_南部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,ニライカナイ098-987-342221639247353,75a95839-e3f7-4df2-b02a-d1ab38df1ed2,,personal,041f80e8-54de-4353-9754-0ef16916f150,2021/12/09,ニライカナイ　,ニライカナイ,
渡名喜村旅客ターミナル内飲食店,,渡名喜村旅客ターミナル内飲食店　,渡名喜村１９１７－１２,,098-989-2248  ,飲食店営業,レストラン,桃原りつ子,,R04.01.21,R04.01.21,第05202101138号,,466,渡名喜村旅客ターミナル内飲食店　,098,098-989-2248,,,,渡名喜村１９１７－１２,沖縄県島尻郡渡名喜村１９１７－１２,,216395,47,47356,,,2022/01/21,2022/01/21,,,,桃原りつ子,,,,,,,,,第05202101138号,,飲食店営業, レストラン,,,466_沖縄県_南部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,渡名喜村旅客タミナル内飲食店098-989-224821639547356,f0cc88c0-7d77-4599-84f5-0e5785cd6b65,,personal,2b8c5f85-99e9-4b61-aa7b-383458a53c82,2022/01/21,渡名喜村旅客ターミナル内飲食店　,渡名喜村旅客タミナル内飲食店,
ミニガーデン　果林,,ミニガーデン　果林　,糸満市大里６７１－５,,098-992-0355  ,漬物製造業,漬物製造,玉城すみ子,,R04.02.21,R04.02.21,第05202101257号,,466,ミニガーデン　果林　,098,098-992-0355,,,,糸満市大里６７１－５,沖縄県糸満市大里６７１－５,,215818,47,47210,大里,,2022/02/21,2022/02/21,,,,玉城すみ子,,,,,,,,,第05202101257号,,漬物製造業, 漬物製造,,,466_沖縄県_南部保健所_食品衛生()_2021年12月-2022年02月_末日,E,9,,,ミニガデン果林098-992-035521581847210,7f287c20-fec6-4f56-b78b-8cb2223197f9,,personal,311ff01a-5263-47b4-805c-ec0db49b51cd,2022/02/21,ミニガーデン　果林　,ミニガデン果林,
草庵,,草庵　,糸満市西崎町３－５１０－１０２,Ｄ－３６,098-994-3801  ,菓子製造業,菓子製造業,安室時男,,R04.01.11,R04.01.11,第05202101113号,,466,草庵　,098,098-994-3801,,,,糸満市西崎町３－５１０－１０２,沖縄県糸満市西崎町３－５１０－１０２,Ｄ－３６,215836,47,47210,西崎町３,,2022/01/11,2022/01/11,,,,安室時男,,,,,,,,,第05202101113号,,菓子製造業, 菓子製造業,,,466_沖縄県_南部保健所_食品衛生()_2021年12月-2022年02月_末日,E,9,,,草庵098-994-380121583647210,e9c6c2d9-042f-4e52-91dd-f75baf9923ba,,personal,924b3e6b-68c2-49ed-9289-0ebd2b27e17b,2022/01/11,草庵　,草庵,
ＢＢＱ専門店ＳＵＮ,,ＢＢＱ専門店ＳＵＮ　,糸満市潮平７０７－１,（１０１号）,098-996-3273  ,飲食店営業,パーラー,比嘉真也,,R03.12.14,R03.12.14,第05202101066号,,466,ＢＢＱ専門店ＳＵＮ　,098,098-996-3273,,,,糸満市潮平７０７－１,沖縄県糸満市潮平７０７－１,（１０１号）,215828,47,47210,潮平,,2021/12/14,2021/12/14,,,,比嘉真也,,,,,,,,,第05202101066号,,飲食店営業, パーラー,,,466_沖縄県_南部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,ＢＢＱ専門店ＳＵＮ098-996-327321582847210,02f708f0-9bc6-4b5c-88e1-b97599f7c737,,personal,ed01566c-9943-4676-a0fa-195a4cf0e73a,2021/12/14,ＢＢＱ専門店ＳＵＮ　,ＢＢＱ専門店ＳＵＮ,
ＢＢＱ専門店ＳＵＮ,,ＢＢＱ専門店ＳＵＮ　,糸満市潮平７０７－１,（１０１号）,098-996-3273  ,食肉販売業,食肉販売業,比嘉真也,,R03.12.14,R03.12.14,第05202101067号,,466,ＢＢＱ専門店ＳＵＮ　,098,098-996-3273,,,,糸満市潮平７０７－１,沖縄県糸満市潮平７０７－１,（１０１号）,215828,47,47210,潮平,,2021/12/14,2021/12/14,,,,比嘉真也,,,,,,,,,第05202101067号,,食肉販売業, 食肉販売業,,,466_沖縄県_南部保健所_食品衛生()_2021年12月-2022年02月_末日,I,58,583,,ＢＢＱ専門店ＳＵＮ098-996-327321582847210,02f708f0-9bc6-4b5c-88e1-b97599f7c737,,personal,fce0ac90-e75d-4729-9fb2-52cf0090c441,2021/12/14,ＢＢＱ専門店ＳＵＮ　,ＢＢＱ専門店ＳＵＮ,
石の湯伊の前,,石の湯伊の前　,八重瀬町字仲座２７０,,098-998-0255  ,飲食店営業,食堂,喜屋武哲雄,,R04.02.18,R04.02.18,第05202101250号,,466,石の湯伊の前　,098,098-998-0255,,,,八重瀬町字仲座２７０,沖縄県島尻郡八重瀬町仲座２７０,,701722,47,47362,仲座,,2022/02/18,2022/02/18,,,,喜屋武哲雄,,,,,,,,,第05202101250号,,飲食店営業, 食堂,,,466_沖縄県_南部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,石の湯伊の前098-998-025570172247362,d1421971-b273-43aa-b2b7-f5800dff6f22,,personal,d432ca86-feb1-458c-b1a8-e1d49f58c5a5,2022/02/18,石の湯伊の前　,石の湯伊の前,
よりたけ亭,,よりたけ亭　,八重瀬町字大頓１４２０,,098-998-8627  ,飲食店営業,居酒屋,島袋良英,,R04.01.11,R04.01.11,第05202101112号,,466,よりたけ亭　,098,098-998-8627,,,,八重瀬町字大頓１４２０,沖縄県島尻郡八重瀬町大頓１４２０,,701723,47,47362,大頓,,2022/01/11,2022/01/11,,,,島袋良英,,,,,,,,,第05202101112号,,飲食店営業, 居酒屋,,,466_沖縄県_南部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,よりたけ亭098-998-862770172347362,d1f69f80-3665-40bb-b024-c6832f2b72d7,,personal,1a97c86f-a3d0-40d5-bd40-cbf062f1f548,2022/01/11,よりたけ亭　,よりたけ亭,
みなづき,,みなづき　,浦添市内間２－１１－１６,ハッピーイエロービル２０１,874-9339      ,飲食店営業,スナック,木村みどり,,R04.01.24,R04.01.24,第05202101149号,,466,みなづき　,098,098-874-9339,,,,浦添市内間２－１１－１６,沖縄県浦添市内間２－１１－１６,ハッピーイエロービル２０１,215650,47,47208,内間２,,2022/01/24,2022/01/24,,,,木村みどり,,,,,,,,,第05202101149号,,飲食店営業, スナック,,,466_沖縄県_南部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,みなづき098-874-933921565047208,cbbc5fe8-8821-4104-a15b-049a3ffa6dd4,,personal,c477c975-210b-4f6b-8ba6-3f0f142f8377,2022/01/24,みなづき　,みなづき,
ファミリーマート　牧港五丁目店,,ファミリーマート　牧港五丁目店　,浦添市牧港５－８－３,,877-5022      ,飲食店営業,そうざい,安慶田哲,,R04.02.09,R04.02.09,第05202101226号,,466,ファミリーマート　牧港五丁目店　,098,098-877-5022,,,,浦添市牧港５－８－３,沖縄県浦添市牧港５－８－３,,215698,47,47208,牧港５,,2022/02/09,2022/02/09,,,,安慶田哲,,,,,,,,,第05202101226号,,飲食店営業, そうざい,,,466_沖縄県_南部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,ファミリマト牧港五丁目店098-877-502221569847208,8a7300f2-f88b-4712-9040-c671afcb158c,,personal,b8133af3-d316-4c84-a97a-8bcd2ba64887,2022/02/09,ファミリーマート　牧港五丁目店　,ファミリマト牧港五丁目店,
スナック　チェリー,,スナック　チェリー　,南風原町字与那覇５４１－４,（２０５）,888-4625      ,飲食店営業,ﾅｲﾄｽﾅｯｸ,赤嶺やよい,,R03.12.08,R03.12.08,第05202101053号,,466,スナック　チェリー　,098,098-888-4625,,,,南風原町字与那覇５４１－４,沖縄県島尻郡南風原町字与那覇５４１－４,（２０５）,216408,47,47350,与那覇,,2021/12/08,2021/12/08,,,,赤嶺やよい,,,,,,,,,第05202101053号,,飲食店営業, ﾅｲﾄｽﾅｯｸ,,,466_沖縄県_南部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,スナックチェリ098-888-462521640847350,1f60053e-f8cb-4911-b7ec-445b81cbf41e,,personal,c8abad9d-abd5-45f2-8902-149a38da953b,2021/12/08,スナック　チェリー　,スナックチェリ,
語りＢａｒ　Σａγａ,,語りＢａｒ　Σａγａ　,与那原町与那原３１４５－１１,,946-4561      ,飲食店営業,バー,棚原佐芽子,,R04.02.18,R04.02.18,第05202101252号,,466,語りＢａｒ　Σａγａ　,098,098-946-4561,,,,与那原町与那原３１４５－１１,沖縄県島尻郡与那原町与那原３１４５－１１,,216419,47,47348,与那原,,2022/02/18,2022/02/18,,,,棚原佐芽子,,,,,,,,,第05202101252号,,飲食店営業, バー,,,466_沖縄県_南部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,語りＢａｒΣａγａ098-946-456121641947348,6f847752-7b35-44ca-9d13-95c927d5a65c,,personal,37dd4589-4da1-4280-b81a-83594e7df7d4,2022/02/18,語りＢａｒ　Σａγａ　,語りＢａｒΣａγａ,
つる,,つる　,久米島町字謝名堂９０７－４,,985-7048      ,飲食店営業,食堂,仲与志悦子,,R04.02.28,R04.02.28,第05202101301号,,466,つる　,098,098-985-7048,,,,久米島町字謝名堂９０７－４,沖縄県島尻郡久米島町謝名堂９０７－４,,701720,47,47361,謝名堂,,2022/02/28,2022/02/28,,,,仲与志悦子,,,,,,,,,第05202101301号,,飲食店営業, 食堂,,,466_沖縄県_南部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,つる098-985-704870172047361,3c276291-ebe6-4056-873e-14e57d9dfeac,,personal,9aa5682d-85a5-48c9-8777-7a691234b775,2022/02/28,つる　,つる,
Ｓｈｅ’ｓ,,Ｓｈｅ’ｓ　,糸満市字糸満９８９－８,フォーションビル２Ｆ,995-1031      ,飲食店営業,ﾅｲﾄｽﾅｯｸ,渡慶次弘美,,R04.01.31,R04.01.31,第05202101197号,,466,Ｓｈｅ’ｓ　,098,098-995-1031,,,,糸満市字糸満９８９－８,沖縄県糸満市字糸満９８９－８,フォーションビル２Ｆ,215815,47,47210,糸満,,2022/01/31,2022/01/31,,,,渡慶次弘美,,,,,,,,,第05202101197号,,飲食店営業, ﾅｲﾄｽﾅｯｸ,,,466_沖縄県_南部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,Ｓｈｅｓ098-995-103121581547210,f695d2a8-eb68-40f1-8d0c-69d41dd079b3,,personal,bf6ed037-3572-4b4c-9dbc-cc26e1e2a92c,2022/01/31,Ｓｈｅ＇ｓ　,Ｓｈｅｓ,
珈琲三昧　ぽえむ,,珈琲三昧　ぽえむ　,八重瀬町字安里６０,,998-0032      ,飲食店営業,食堂,武田通子,,R04.01.31,R04.01.31,第05202101205号,,466,珈琲三昧　ぽえむ　,098,098-998-0032,,,,八重瀬町字安里６０,沖縄県島尻郡八重瀬町安里６０,,701724,47,47362,安里,,2022/01/31,2022/01/31,,,,武田通子,,,,,,,,,第05202101205号,,飲食店営業, 食堂,,,466_沖縄県_南部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,珈琲三昧ぽえむ098-998-003270172447362,b98304f2-9648-4809-90fe-a694a64bbfde,,personal,cc661c04-e385-4dd6-96fc-d66cfc8f8a25,2022/01/31,珈琲三昧　ぽえむ　,珈琲三昧ぽえむ,
おにぎり屋　まちやぐゎー,,おにぎり屋　まちやぐゎー　,与那原町字与那原４２６,,,飲食店営業,食堂,古堅さより,,R04.01.17,R04.01.17,第05202101127号,,466,おにぎり屋　まちやぐゎー　,098,,,,,与那原町字与那原４２６,沖縄県島尻郡与那原町字与那原４２６,,216419,47,47348,与那原,,2022/01/17,2022/01/17,,,,古堅さより,,,,,,,,,第05202101127号,,飲食店営業, 食堂,,,466_沖縄県_南部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,おにぎり屋まちやぐゎ21641947348,a2007c5c-ada3-425e-a091-aaa4cfc79ce7,,personal,f66f4717-943b-40ea-8392-5720d10f0a9e,2022/01/17,おにぎり屋　まちやぐゎー　,おにぎり屋まちやぐゎ,
