https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,n処理終了,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
施設名,施設-住所0,施設-住所1,施設-マンション名,施設-電話番号1,業種,申請者1,申請-住所1,申請-電話番号1,開業年月日,許可年月日,確認番号,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
施設＿名称（屋号・商号）,所在地,,,施設＿電話番号（所在地）,業種,申請者＿申請者名,申請者＿住所,申請者＿電話番号,初回許可年月日,許可年月日,許可番号,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
アルション,生駒市小明町   ４２７－１   （２Ｆ）,生駒市小明町 ４２７－１   ,（２Ｆ）,0743-74-1519,飲食店営業,株式会社かめいあんじゅ,大阪市北区天神橋   ７－５－９,06-4800-8735,R03.08.11,R03.08.11,第421150号,,321,アルション,0743,0743-74-1519,,,,生駒市小明町 ４２７－１   ,奈良県生駒市小明町４２７－１,（２Ｆ）,173486,29,29209,小明町,,2021/08/11,2021/08/11,,,株式会社かめいあんじゅ,,06-4800-8735,大阪市北区天神橋   ７－５－９,大阪府大阪市北区天神橋７－５－９,,155918,大阪府,大阪市北区,天神橋７,第421150号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,アルション0743-74-151917348629209,365b5453-0cfa-4edb-8928-6eb753778255,株式会社かめいあんじゅ155918,a7cf2625-ba2b-4b86-873f-1e93a6bca0ec,04f0c94c-29e5-466b-bbf5-970d26a1df26,2021/08/11,アルション,アルション,株式会社かめいあんじゅ
アルション,生駒市小明町   ４２７－１,生駒市小明町,４２７－１,0743-74-1519,菓子製造業,株式会社かめいあんじゅ,大阪市北区天神橋   ７－５－９,06-4800-8735,R03.08.11,R03.08.11,第421151号,,321,アルション,0743,0743-74-1519,,,,生駒市小明町,奈良県生駒市小明町,４２７－１,173486,29,29209,小明町,,2021/08/11,2021/08/11,,,株式会社かめいあんじゅ,,06-4800-8735,大阪市北区天神橋   ７－５－９,大阪府大阪市北区天神橋７－５－９,,155918,大阪府,大阪市北区,天神橋７,第421151号,,菓子製造業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,E,9,,,アルション0743-74-151917348629209,365b5453-0cfa-4edb-8928-6eb753778255,株式会社かめいあんじゅ155918,a7cf2625-ba2b-4b86-873f-1e93a6bca0ec,56b1a4da-b982-44ca-95f3-3ad28d9cd277,2021/08/11,アルション,アルション,株式会社かめいあんじゅ
試飲所１－５－５,五條市新町１丁目５－５,五條市新町１丁目５－５,,0747-24-5245,飲食店営業,飯田   正豪,,,R03.08.11,R03.08.11,第621023号,,323,試飲所１－５－５,0747,0747-24-5245,,,,五條市新町１丁目５－５,奈良県五条市新町１丁目５－５,,173266,29,29207,新町１,,2021/08/11,2021/08/11,,,,飯田   正豪,,,,,,,,,第621023号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,試飲所１５５0747-24-524517326629207,5f95ec20-7958-4de9-8f15-840d7022a400,,personal,181122cc-5c50-4875-b645-08e9560b2c71,2021/08/11,試飲所１－５－５,試飲所１５５,
ヤマビコ,生駒市東旭ケ丘   ２－２,生駒市東旭ケ丘,２－２,0743-73-5815,飲食店営業,松田   喜夫,,,R03.08.10,R03.08.10,第421133号,,321,ヤマビコ,0743,0743-73-5815,,,,生駒市東旭ケ丘,奈良県生駒市東旭が丘,２－２,173518,29,29209,東旭が丘,,2021/08/10,2021/08/10,,,,松田   喜夫,,,,,,,,,第421133号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,ヤマビコ0743-73-581517351829209,92a7c6f2-c017-46b2-ac14-23e1d71c60c3,,personal,6dad80ae-91d8-4c90-b149-b814dc9ad953,2021/08/10,ヤマビコ,ヤマビコ,
arc-en-ciel  pâtisserie,生駒市東松ケ丘   ２－１   グランビア生駒１F,生駒市東松ケ丘 ２－１   ,グランビア生駒１F,0743-75-3910,菓子製造業,鈴木   文互,,,R03.08.10,R03.08.10,第421134号,,321,arc-en-ciel  pâtisserie,0743,0743-75-3910,,,,生駒市東松ケ丘 ２－１   ,奈良県生駒市東松が丘２－１,グランビア生駒１F,173527,29,29209,東松が丘,,2021/08/10,2021/08/10,,,,鈴木   文互,,,,,,,,,第421134号,,菓子製造業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,E,9,,,ａｒｃｅｎｃｉｅｌｐâｔｉｓｓｅｒｉｅ0743-75-391017352729209,0960bcad-a9d1-4a11-a0a8-9e2ad9ebc2a8,,personal,785ff061-71cd-4c4d-a9e4-28c8fed0c3c9,2021/08/10,ａｒｃ－ｅｎ－ｃｉｅｌ　ｐâｔｉｓｓｅｒｉｅ,ａｒｃｅｎｃｉｅｌｐâｔｉｓｓｅｒｉｅ,
ペール・ド・ノエル,生駒市鹿ノ台西   １－１－２３,生駒市鹿ノ台西,１－１－２３,0743-78-1325,菓子製造業,髙津   吉正,,,R03.08.10,R03.08.10,第421135号,,321,ペール・ド・ノエル,0743,0743-78-1325,,,,生駒市鹿ノ台西,奈良県生駒市鹿ノ台西１－１－２３,,173493,29,29209,鹿ノ台西１,,2021/08/10,2021/08/10,,,,髙津   吉正,,,,,,,,,第421135号,,菓子製造業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,E,9,,,ペルドノエル0743-78-132517349329209,3979baed-94bc-47e4-b233-560bdae090d6,,personal,d14c4001-d7f6-47fe-8100-36f1f91b1d32,2021/08/10,ペール・ド・ノエル,ペルドノエル,
焼肉きみや,生駒市鹿畑町   ６４－１,生駒市鹿畑町,６４－１,0743-78-1860,飲食店営業,中谷   泰之,,,R03.08.10,R03.08.10,第421136号,,321,焼肉きみや,0743,0743-78-1860,,,,生駒市鹿畑町,奈良県生駒市鹿畑町,６４－１,173501,29,29209,鹿畑町,,2021/08/10,2021/08/10,,,,中谷   泰之,,,,,,,,,第421136号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,焼肉きみや0743-78-186017350129209,c2566e27-72ee-44ea-876f-9adf85ff5800,,personal,afbb7be3-e7b8-4888-ab26-c9de0af4126a,2021/08/10,焼肉きみや,焼肉きみや,
味わい処   一会,生駒市鹿畑町   ６２－４ダイワ鹿ノ畑ビル   １０２,生駒市鹿畑町 ６２－４,ダイワ鹿ノ畑ビル １０２,0743-78-7815,飲食店営業,森本   圭一,,,R03.08.10,R03.08.10,第421137号,,321,味わい処   一会,0743,0743-78-7815,,,,生駒市鹿畑町 ６２－４,奈良県生駒市鹿畑町６２－４,ダイワ鹿ノ畑ビル １０２,173501,29,29209,鹿畑町,,2021/08/10,2021/08/10,,,,森本   圭一,,,,,,,,,第421137号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,味わい処一会0743-78-781517350129209,0ff9032a-aa99-48cc-895c-060c089a9d0d,,personal,16c9c482-a875-489c-bee4-46b39f09ddc6,2021/08/10,味わい処　一会,味わい処一会,
すし処   福寿,生駒市東生駒   ２－２０７－３７５,生駒市東生駒,２－２０７－３７５,,飲食店営業,田中   啓史,,,R03.08.10,R03.08.10,第421138号,,321,すし処   福寿,0743,,,,,生駒市東生駒,奈良県生駒市東生駒２－２０７－３７５,,173520,29,29209,東生駒２,,2021/08/10,2021/08/10,,,,田中   啓史,,,,,,,,,第421138号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,すし処福寿17352029209,4f3b2197-5caf-4ed4-b36f-90d94578a447,,personal,b4291b44-7cb9-457e-8003-7e1b7a0aaf2a,2021/08/10,すし処　福寿,すし処福寿,
韓国家庭料理・焼肉あずま,生駒市東生駒   ２－４０３－１   サワダビル１Ｆ,生駒市東生駒 ２－４０３－１  ,サワダビル１Ｆ,0743-75-7311,飲食店営業,樋嘉   佳子,,,R03.08.10,R03.08.10,第421139号,,321,韓国家庭料理・焼肉あずま,0743,0743-75-7311,,,,生駒市東生駒 ２－４０３－１  ,奈良県生駒市東生駒２－４０３－１,サワダビル１Ｆ,173520,29,29209,東生駒２,,2021/08/10,2021/08/10,,,,樋嘉   佳子,,,,,,,,,第421139号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,韓国家庭料理焼肉あずま0743-75-731117352029209,9e4ffb42-0ba8-4af0-bc88-d0088200a2c8,,personal,62d16c8a-3b0d-4e3f-87ce-d80b6ea88394,2021/08/10,韓国家庭料理・焼肉あずま,韓国家庭料理焼肉あずま,
Sweets  Labo  kasi,生駒市俵口町   ９５－２,生駒市俵口町,９５－２,0743-75-3788,菓子製造業,末瀬   悠,,,R03.08.10,R03.08.10,第421140号,,321,Sweets  Labo  kasi,0743,0743-75-3788,,,,生駒市俵口町,奈良県生駒市俵口町,９５－２,173506,29,29209,俵口町,,2021/08/10,2021/08/10,,,,末瀬   悠,,,,,,,,,第421140号,,菓子製造業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,E,9,,,ＳｗｅｅｔｓＬａｂｏｋａｓｉ0743-75-378817350629209,1da33877-2f24-4c6d-852e-1820dda3b6ae,,personal,09f41dd7-e11f-4379-a805-79c5e62a80c6,2021/08/10,Ｓｗｅｅｔｓ　Ｌａｂｏ　ｋａｓｉ,ＳｗｅｅｔｓＬａｂｏｋａｓｉ,
だいどころ飛鳥,生駒市西菜畑町   １６６０,生駒市西菜畑町,１６６０,0743-89-1465,飲食店営業,土井   加代美,,,R03.08.10,R03.08.10,第421141号,,321,だいどころ飛鳥,0743,0743-89-1465,,,,生駒市西菜畑町,奈良県生駒市西菜畑町,１６６０,173514,29,29209,西菜畑町,,2021/08/10,2021/08/10,,,,土井   加代美,,,,,,,,,第421141号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,だいどころ飛鳥0743-89-146517351429209,b2dc27a8-5070-44ac-9805-d227e23ebbe3,,personal,552632ee-04c5-49a0-b404-5552e0a7c297,2021/08/10,だいどころ飛鳥,だいどころ飛鳥,
ルージュ,生駒市北田原町   ２６１７,生駒市北田原町,２６１７,0743-78-2971,飲食店営業,三原   麻由美,,,R03.08.10,R03.08.10,第421142号,,321,ルージュ,0743,0743-78-2971,,,,生駒市北田原町,奈良県生駒市北田原町,２６１７,173485,29,29209,北田原町,,2021/08/10,2021/08/10,,,,三原   麻由美,,,,,,,,,第421142号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,ルジュ0743-78-297117348529209,b52887ae-3578-4703-9569-c0e1cad8dd82,,personal,5b670060-4bb5-4d17-b178-b462b3c111ef,2021/08/10,ルージュ,ルジュ,
武家,生駒市東生駒   １－２９１－２－１,生駒市東生駒,１－２９１－２－１,,飲食店営業,武内   和也,,,R03.08.10,R03.08.10,第421143号,,321,武家,0743,,,,,生駒市東生駒,奈良県生駒市東生駒１－２９１－２－１,,173519,29,29209,東生駒１,,2021/08/10,2021/08/10,,,,武内   和也,,,,,,,,,第421143号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,武家17351929209,4af68383-a234-476a-a5e2-ec9c3394e5fc,,personal,e14beade-ec54-48c1-bed2-677c7ec474a8,2021/08/10,武家,武家,
まごころ弁当   磯城店,北葛城郡広陵町大場   １７２－２,北葛城郡広陵町大場,１７２－２,0745-47-7797,飲食店営業,置田   和弘,,,R03.08.10,R03.08.10,第821343号,,322,まごころ弁当   磯城店,0745,0745-47-7797,,,,北葛城郡広陵町大場,奈良県北葛城郡広陵町大場,１７２－２,174379,29,29426,大場,,2021/08/10,2021/08/10,,,,置田   和弘,,,,,,,,,第821343号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,まごころ弁当磯城店0745-47-779717437929426,0b1f86e9-05f6-4516-a61d-422fea6499dc,,personal,a948b6fb-711c-4e90-b49e-859477d5648d,2021/08/10,まごころ弁当　磯城店,まごころ弁当磯城店,
ＡＬＯＨＡ   ＣＡＦＥ   Ｐｉｎｅａｐｐｌｅ   生駒店,生駒市上町   １４１１,生駒市上町,１４１１,0743-70-0141,飲食店営業,株式会社ＨＯＰＥ,宝塚市中山桜台   ７－２－２,0797-80-1173,R03.08.06,R03.08.06,第421131号,,321,ＡＬＯＨＡ   ＣＡＦＥ   Ｐｉｎｅａｐｐｌｅ   生駒店,0743,0743-70-0141,,,,生駒市上町,奈良県生駒市上町,１４１１,173482,29,29209,上町,,2021/08/06,2021/08/06,,,株式会社ＨＯＰＥ,,0797-80-1173,宝塚市中山桜台   ７－２－２,兵庫県宝塚市中山桜台７－２－２,,169243,兵庫県,宝塚市,中山桜台７,第421131号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,ＡＬＯＨＡＣＡＦＥＰｉｎｅａｐｐｌｅ生駒店0743-70-014117348229209,f1862eb3-3a5e-47b2-b173-e7adbd11a302,株式会社ＨＯＰＥ169243,b6c3b5bd-699f-46c8-b253-498123425ba6,6a0835a3-0d5a-4e26-872a-7960edc792f2,2021/08/06,ＡＬＯＨＡ　ＣＡＦＥ　Ｐｉｎｅａｐｐｌｅ　生駒店,ＡＬＯＨＡＣＡＦＥＰｉｎｅａｐｐｌｅ生駒店,株式会社ＨＯＰＥ
ふわり風の丘,宇陀市榛原山辺三   １８６４,宇陀市榛原山辺三,１８６４,,飲食店営業,寺嶋   絹江,,,R03.08.06,R03.08.06,第821344号,,322,ふわり風の丘,0745,,,,,宇陀市榛原山辺三,奈良県宇陀市榛原山辺三,１８６４,173847,29,29212,榛原山辺三,,2021/08/06,2021/08/06,,,,寺嶋   絹江,,,,,,,,,第821344号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,ふわり風の丘17384729212,4e609be7-adf1-4cca-8186-ffe996fb103d,,personal,d96a8120-a263-49c0-ac5b-fb9fb227648c,2021/08/06,ふわり風の丘,ふわり風の丘,
吉の家,生駒市門前町   １４－２,生駒市門前町,１４－２,0743-73-2210,飲食店営業,道田   禮子,,,R03.08.05,R03.08.05,第421130号,,321,吉の家,0743,0743-73-2210,,,,生駒市門前町,奈良県生駒市門前町,１４－２,173535,29,29209,門前町,,2021/08/05,2021/08/05,,,,道田   禮子,,,,,,,,,第421130号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,吉の家0743-73-221017353529209,58c1e8ce-4619-4ce0-9039-fad2be0c7bb3,,personal,0b8c1089-80c8-47e2-bf70-b3086cfe8241,2021/08/05,吉の家,吉の家,
株式会社ベルコ   高田市駅前ホール,大和高田市西三倉堂   １－１－２３,大和高田市西三倉堂,１－１－２３,,飲食店営業,有限会社ダイニングちかざわ,尼崎市南塚口町   １－２０－３－３０２,,R03.08.05,R03.08.05,第821338号,,322,株式会社ベルコ   高田市駅前ホール,0745,,,,,大和高田市西三倉堂,奈良県大和高田市西三倉堂１－１－２３,,172797,29,29202,西三倉堂１,,2021/08/05,2021/08/05,,,有限会社ダイニングちかざわ,,,尼崎市南塚口町   １－２０－３－３０２,兵庫県尼崎市南塚口町１－２０－３－３０２,,167024,兵庫県,尼崎市,南塚口町１,第821338号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,株式会社ベルコ高田市駅前ホル17279729202,f23e9c99-23a5-45a3-8075-64eca591be27,有限会社ダイニングちかざわ167024,7fe90001-825a-4d18-9546-be121c9e11c0,8b2a6961-7f23-4e26-8eb1-04e949ebf6c0,2021/08/05,株式会社ベルコ　高田市駅前ホール,株式会社ベルコ高田市駅前ホル,有限会社ダイニングちかざわ
ｙｙｅ,葛城市北花内   ６１１－１４,葛城市北花内 ６１１－１４,,,飲食店営業,皆見   裕子,,,R03.08.05,R03.08.05,第821339号,,322,ｙｙｅ,0745,,,,,葛城市北花内 ６１１－１４,奈良県葛城市北花内６１１－１４,,173688,29,29211,北花内,,2021/08/05,2021/08/05,,,,皆見   裕子,,,,,,,,,第821339号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,ｙｙｅ17368829211,805cf28a-31ad-4250-a0b0-02ae7d5478df,,personal,d781745a-e369-423d-abcc-e6aa3caefa54,2021/08/05,ｙｙｅ,ｙｙｅ,
ｙｙｅ,葛城市北花内   ６１１－１４,葛城市北花内 ６１１－１４,,,菓子製造業,皆見   裕子,,,R03.08.05,R03.08.05,第821340号,,322,ｙｙｅ,0745,,,,,葛城市北花内 ６１１－１４,奈良県葛城市北花内６１１－１４,,173688,29,29211,北花内,,2021/08/05,2021/08/05,,,,皆見   裕子,,,,,,,,,第821340号,,菓子製造業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,E,9,,,ｙｙｅ17368829211,805cf28a-31ad-4250-a0b0-02ae7d5478df,,personal,70d58f07-dcfa-4432-b8ce-fb72147bd032,2021/08/05,ｙｙｅ,ｙｙｅ,
ちいさな焼き菓子店   ｔｏｍａｒｉ木,大和高田市築山   ７０８,大和高田市築山,７０８,,菓子製造業,山岸   豊子,,,R03.08.05,R03.08.05,第821341号,,322,ちいさな焼き菓子店   ｔｏｍａｒｉ木,0745,,,,,大和高田市築山,奈良県大和高田市築山,７０８,172779,29,29202,築山,,2021/08/05,2021/08/05,,,,山岸   豊子,,,,,,,,,第821341号,,菓子製造業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,E,9,,,ちいさな焼き菓子店ｔｏｍａｒｉ木17277929202,82bb20ac-aeae-4b17-8261-ef98b2b44195,,personal,f06811b5-02ab-4829-afdf-c87d53687e5a,2021/08/05,ちいさな焼き菓子店　ｔｏｍａｒｉ木,ちいさな焼き菓子店ｔｏｍａｒｉ木,
農事組合法人ふるさと明日香,高市郡明日香村島庄   ５１－１,高市郡明日香村島庄,５１－１,0744-54-5670,漬物製造業,農事組合法人ふるさと明日香,高市郡明日香村御園   ２－１,0744-54-5670,R03.08.04,R03.08.04,第821336号,,322,農事組合法人ふるさと明日香,0744,0744-54-5670,,,,高市郡明日香村島庄,奈良県高市郡明日香村島庄,５１－１,174207,29,29402,島庄,,2021/08/04,2021/08/04,,,農事組合法人ふるさと明日香,,0744-54-5670,高市郡明日香村御園   ２－１,奈良県高市郡明日香村御園２－１,,174221,奈良県,高市郡明日香村,御園,第821336号,,漬物製造業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,E,9,,,農事組合法人ふるさと明日香0744-54-567017420729402,b54b1daa-5beb-4fa3-91fc-7f1cab076524,農事組合法人ふるさと明日香174221,50490c70-83af-4fc1-a7a1-515c2be226ff,f63cc494-b2ab-492b-b3fa-11428a4cbb96,2021/08/04,農事組合法人ふるさと明日香,農事組合法人ふるさと明日香,農事組合法人ふるさと明日香
ｙｕｕ,橿原市醍醐町   ２６３－１さくら１６５   Ａ１の４,橿原市醍醐町 ２６３－１,さくら１６５ Ａ１ー４,,飲食店営業,髙松   大伸,,,R03.08.04,R03.08.04,第821365号,,322,ｙｕｕ,0744,,,,,橿原市醍醐町 ２６３－１,奈良県橿原市醍醐町２６３－１,さくら１６５ Ａ１ー４,173066,29,29205,醍醐町,,2021/08/04,2021/08/04,,,,髙松   大伸,,,,,,,,,第821365号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,ｙｕｕ17306629205,56020135-2166-4643-b297-6e51348fb9fc,,personal,c3c98e73-f8c1-4ea1-b95b-1602f9ca959a,2021/08/04,ｙｕｕ,ｙｕｕ,
台湾料理   福源,高市郡明日香村御園   ２４－１,高市郡明日香村御園,２４－１,0744-54-2083,飲食店営業,合同会社福源,高市郡明日香村御園   ２４－１,0744-54-2083,R03.08.04,R03.08.04,第821337号,,322,台湾料理   福源,0744,0744-54-2083,,,,高市郡明日香村御園,奈良県高市郡明日香村御園,２４－１,174221,29,29402,御園,,2021/08/04,2021/08/04,,,合同会社福源,,0744-54-2083,高市郡明日香村御園   ２４－１,奈良県高市郡明日香村御園２４－１,,174221,奈良県,高市郡明日香村,御園,第821337号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,台湾料理福源0744-54-208317422129402,6691245f-5c96-4f07-ae90-69fe7b7f24e8,合同会社福源174221,cba12043-dd7e-43d8-95fd-6881341681ae,9dee25cf-e743-4d05-b87a-6e3f9ceee9be,2021/08/04,台湾料理　福源,台湾料理福源,合同会社福源
ＫＩＣＨＩ,宇陀郡御杖村土屋原   １０６４,宇陀郡御杖村土屋原,１０６４,,飲食店営業,株式会社そに木霊プロジェクト,宇陀郡曽爾村太良路   ６６４,,R03.08.04,R03.08.04,第821342号,,322,ＫＩＣＨＩ,0745,,,,,宇陀郡御杖村土屋原,奈良県宇陀郡御杖村土屋原,１０６４,174187,29,29386,土屋原,,2021/08/04,2021/08/04,,,株式会社そに木霊プロジェクト,,,宇陀郡曽爾村太良路   ６６４,奈良県宇陀郡曽爾村太良路６６４,,174181,奈良県,宇陀郡曽爾村,太良路,第821342号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,ＫＩＣＨＩ17418729386,fda42fa4-07bc-402c-960b-854ae0dc1ea8,株式会社そに木霊プロジェクト174181,40fc55d1-4834-4665-af91-f2e8384435d7,bca5a6e4-2122-4a95-8466-8e14fe133cfb,2021/08/04,ＫＩＣＨＩ,ＫＩＣＨＩ,株式会社そに木霊プロジェクト
