https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2557,n処理終了,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,確認番号,申請者1,申請者2,施設-住所0,施設-住所1,施設-マンション名,施設名,施設-電話番号1,業種,業態,許可年月日,許可期間終了日,開業年月日,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-040929,鶴生第8907,,石井 卓哉,横浜市鶴見区生麦3-7-1,横浜市鶴見区生麦３－７－１,,ローソン生麦駅入口店 ,6428989,コンビニエンスストア,,2021年11月1日,2117年12月31日,2021年11月1日,,141,ローソン生麦駅入口店 ,045,045-642-8989,,,,横浜市鶴見区生麦３－７－１,神奈川県横浜市鶴見区生麦３－７－１,,78264,14,14101,生麦３,,2021/11/01,2021/11/01,,2117/12/31,,石井 卓哉,,,,,,,,,鶴生第8907,,コンビニエンスストア,,,,141_神奈川県_横浜市保健所_食品衛生(許可)_2021年11月まで全件_末日_新規、廃止 のコピー,I,58,589,5891,ロソン生麦駅入口店045-642-89897826414101,00141_b8625bad-1c90-4148-ad0b-f3a2e82d6036,,personal,27eb18c3-1183-4119-8ef9-8e1da01de5b9,2021/11/01,ローソン生麦駅入口店　,ロソン生麦駅入口店,
00-040930,鶴生第8911,,石井 卓哉,横浜市鶴見区生麦5-13-30,横浜市鶴見区生麦５－１３－３０,,ローソン横浜生麦五丁目店 ,8348900,コンビニエンスストア,,2021年11月1日,2117年12月31日,2021年11月1日,,141,ローソン横浜生麦五丁目店 ,045,045-834-8900,,,,横浜市鶴見区生麦５－１３－３０,神奈川県横浜市鶴見区生麦５－１３－３０,,78266,14,14101,生麦５,,2021/11/01,2021/11/01,,2117/12/31,,石井 卓哉,,,,,,,,,鶴生第8911,,コンビニエンスストア,,,,141_神奈川県_横浜市保健所_食品衛生(許可)_2021年11月まで全件_末日_新規、廃止 のコピー,I,58,589,5891,ロソン横浜生麦五丁目店045-834-89007826614101,00141_0559f46e-b507-4f03-a0ed-6791e7a09a40,,personal,d3f9d02e-73d4-465d-9826-ca2fb57c2a13,2021/11/01,ローソン横浜生麦五丁目店　,ロソン横浜生麦五丁目店,
00-040931,鶴生第8915,,石井 卓哉,横浜市鶴見区馬場3-10-38,横浜市鶴見区馬場３－１０－３８,,ローソン横浜馬場三丁目店 ,5829702,コンビニエンスストア,,2021年11月1日,2117年12月31日,2021年11月1日,,141,ローソン横浜馬場三丁目店 ,045,045-582-9702,,,,横浜市鶴見区馬場３－１０－３８,神奈川県横浜市鶴見区馬場３－１０－３８,,78271,14,14101,馬場３,,2021/11/01,2021/11/01,,2117/12/31,,石井 卓哉,,,,,,,,,鶴生第8915,,コンビニエンスストア,,,,141_神奈川県_横浜市保健所_食品衛生(許可)_2021年11月まで全件_末日_新規、廃止 のコピー,I,58,589,5891,ロソン横浜馬場三丁目店045-582-97027827114101,00141_9f9be2f2-8feb-43b0-811e-ae9cc3f0e5e7,,personal,e75cc2f0-31de-468a-84b6-c0c096568aa5,2021/11/01,ローソン横浜馬場三丁目店　,ロソン横浜馬場三丁目店,
00-040934,鶴生第8891,,永井 恒雄,横浜市鶴見区平安町1-51-2,横浜市鶴見区平安町１－５１－２,,平安学童クラブ ,455064003,集団給食施設,,2021年11月2日,2117年12月31日,2021年11月2日,,141,平安学童クラブ ,045,045-506-4003,,,,横浜市鶴見区平安町１－５１－２,神奈川県横浜市鶴見区平安町１－５１－２,,78285,14,14101,平安町１,,2021/11/02,2021/11/02,,2117/12/31,,永井 恒雄,,,,,,,,,鶴生第8891,,給食施設,,,,141_神奈川県_横浜市保健所_食品衛生(許可)_2021年11月まで全件_末日_新規、廃止 のコピー,M,77,,,平安学童クラブ045-506-40037828514101,1067612d-7525-4f2a-8cbc-6674b96977b5,,personal,47a7ceb7-274f-4d1c-8d18-962d9ffdd3e1,2021/11/02,平安学童クラブ　,平安学童クラブ,
00-040935,鶴生第8925,横浜冷凍株式会社,,横浜市鶴見区大黒町5-35,横浜市鶴見区大黒町５－３５,,横浜冷凍株式会社　横浜物流センター ,5084500,その他の食料品製造・加工業,,2021年11月2日,2117年12月31日,2021年11月2日,,141,横浜冷凍株式会社　横浜物流センター ,045,045-508-4500,,,,横浜市鶴見区大黒町５－３５,神奈川県横浜市鶴見区大黒町５－３５,,78253,14,14101,大黒町,,2021/11/02,2021/11/02,,2117/12/31,横浜冷凍株式会社,,,,,,,,,,鶴生第8925,,その他の食料品製造・加工業,,,,141_神奈川県_横浜市保健所_食品衛生(許可)_2021年11月まで全件_末日_新規、廃止 のコピー,E,9,99,,横浜冷凍株式会社横浜物流センタ045-508-45007825314101,16754770-710c-4a74-8ea0-87e0eaf22e5f,横浜冷凍株式会社,ae8be344-ae55-41c6-84e0-2701e771d8ef,03323337-d88e-4d0c-80cf-d4bccfa28b9b,2021/11/02,横浜冷凍株式会社横浜物流センター　,横浜冷凍株式会社横浜物流センタ,横浜冷凍株式会社
00-040936,鶴生第8928,社会福祉法人夢工房,,横浜市鶴見区矢向3-11-48,横浜市鶴見区矢向３－１１－４８,,社会福祉法人　夢工房　ゆめいろ保育園 ,455739582,集団給食施設,,2021年11月1日,2117年12月31日,2021年11月1日,,141,社会福祉法人　夢工房　ゆめいろ保育園 ,045,045-573-9582,,,,横浜市鶴見区矢向３－１１－４８,神奈川県横浜市鶴見区矢向３－１１－４８,,78301,14,14101,矢向３,,2021/11/01,2021/11/01,,2117/12/31,社会福祉法人夢工房,,,,,,,,,,鶴生第8928,,給食施設,,,,141_神奈川県_横浜市保健所_食品衛生(許可)_2021年11月まで全件_末日_新規、廃止 のコピー,M,77,,,社会福祉法人夢工房ゆめいろ保育園045-573-95827830114101,84b2921a-bf7b-4006-82f8-2964b3976058,社会福祉法人夢工房,65f1e2a1-cfe6-4bd5-b666-38a85256b80e,781934fe-7591-4125-8f93-db560cc6f697,2021/11/01,社会福祉法人夢工房　ゆめいろ保育園　,社会福祉法人夢工房ゆめいろ保育園,社会福祉法人夢工房
00-040937,鶴生第8929,株式会社すかいらーくレストランツ,,横浜市鶴見区北寺尾1-9-37,横浜市鶴見区北寺尾１－９－３７,,ガスト 北寺尾店 ,455801890,その他の食料・飲料販売業,,2021年11月2日,2117年12月31日,2021年11月2日,,141,ガスト 北寺尾店 ,045,045-580-1890,,,,横浜市鶴見区北寺尾１－９－３７,神奈川県横浜市鶴見区北寺尾１－９－３７,,78222,14,14101,北寺尾１,,2021/11/02,2021/11/02,,2117/12/31,株式会社すかいらーくレストランツ,,,,,,,,,,鶴生第8929,,その他の食料品製造・加工業,(包装),,,141_神奈川県_横浜市保健所_食品衛生(許可)_2021年11月まで全件_末日_新規、廃止 のコピー,E,9,99,,ガスト北寺尾店045-580-18907822214101,4ee3136a-afdd-43a1-a89e-6eacd8ef16f2,株式会社すかいらーくレストランツ,5b4b8cde-144d-4275-b229-04b8e1f0af34,0f637c5c-0507-46af-bdd6-af4f928cf842,2021/11/02,ガスト　北寺尾店　,ガスト北寺尾店,株式会社すかいらーくレストランツ
00-040938,鶴生第8936,株式会社亀屋万年堂,,横浜市鶴見区矢向6-4-12,横浜市鶴見区矢向６－４－１２,,亀屋万年堂　矢向店 ,455823500,その他の食料・飲料販売業,,2021年11月4日,2117年12月31日,2021年11月4日,,141,亀屋万年堂　矢向店 ,045,045-582-3500,,,,横浜市鶴見区矢向６－４－１２,神奈川県横浜市鶴見区矢向６－４－１２,,78304,14,14101,矢向６,,2021/11/04,2021/11/04,,2117/12/31,株式会社亀屋万年堂,,,,,,,,,,鶴生第8936,,その他の食料品製造・加工業,(包装),,,141_神奈川県_横浜市保健所_食品衛生(許可)_2021年11月まで全件_末日_新規、廃止 のコピー,E,9,99,,亀屋万年堂矢向店045-582-35007830414101,ada0d1f1-13fa-4548-a946-91cb7d33509a,株式会社亀屋万年堂,6cc69916-fa55-46af-b8d2-4984c5c9616c,0dd24ad1-c465-4eb5-9814-5d4cec8e4673,2021/11/04,亀屋万年堂　矢向店　,亀屋万年堂矢向店,株式会社亀屋万年堂
00-040939,鶴生第8937,社会福祉法人幸友会,,横浜市鶴見区江ケ崎町17-8,横浜市鶴見区江ケ崎町１７－８,,新鶴見はなかご保育園 ,456423535,集団給食施設,,2021年11月4日,2117年12月31日,2021年11月4日,,141,新鶴見はなかご保育園 ,045,045-642-3535,,,,横浜市鶴見区江ケ崎町１７－８,神奈川県横浜市鶴見区江が崎町１７－８,,78205,14,14101,江が崎町,,2021/11/04,2021/11/04,,2117/12/31,社会福祉法人幸友会,,,,,,,,,,鶴生第8937,,給食施設,,,,141_神奈川県_横浜市保健所_食品衛生(許可)_2021年11月まで全件_末日_新規、廃止 のコピー,M,77,,,新鶴見はなかご保育園045-642-35357820514101,2f8c5290-470c-446a-b95c-b15c934787e7,社会福祉法人幸友会,8f92381c-e8c2-4143-ba24-bbc46a5fe364,f070afcb-c229-4e20-af3a-393bef2d2675,2021/11/04,新鶴見はなかご保育園　,新鶴見はなかご保育園,社会福祉法人幸友会
00-040940,鶴生第8935,,谷詰 敏絵,横浜市鶴見区鶴見中央1-27-5,横浜市鶴見区鶴見中央１－２７－５,,ローソンスリーエフ鶴見駅前店 ,455015363,コンビニエンスストア,,2021年11月4日,2117年12月31日,2021年11月4日,,141,ローソンスリーエフ鶴見駅前店 ,045,045-501-5363,,,,横浜市鶴見区鶴見中央１－２７－５,神奈川県横浜市鶴見区鶴見中央１－２７－５,,78308,14,14101,鶴見中央１,,2021/11/04,2021/11/04,,2117/12/31,,谷詰 敏絵,,,,,,,,,鶴生第8935,,コンビニエンスストア,,,,141_神奈川県_横浜市保健所_食品衛生(許可)_2021年11月まで全件_末日_新規、廃止 のコピー,I,58,589,5891,ロソンスリエフ鶴見駅前店045-501-53637830814101,00141_b88387f4-d235-41b1-b2fb-f3d6d5dd48f1,,personal,87112899-22d8-4c7b-bed3-3ae463716f41,2021/11/04,ローソンスリーエフ鶴見駅前店　,ロソンスリエフ鶴見駅前店,
00-040942,鶴生第8950,,谷詰 諭又也,横浜市鶴見区向井町1-42-1,横浜市鶴見区向井町１－４２－１,,ローソンスリーエフ　鶴見向井町店 ,455217776,コンビニエンスストア,,2021年11月5日,2117年12月31日,2021年11月5日,,141,ローソンスリーエフ　鶴見向井町店 ,045,045-521-7776,,,,横浜市鶴見区向井町１－４２－１,神奈川県横浜市鶴見区向井町１－４２－１,,78293,14,14101,向井町１,,2021/11/05,2021/11/05,,2117/12/31,,谷詰 諭又也,,,,,,,,,鶴生第8950,,コンビニエンスストア,,,,141_神奈川県_横浜市保健所_食品衛生(許可)_2021年11月まで全件_末日_新規、廃止 のコピー,I,58,589,5891,ロソンスリエフ鶴見向井町店045-521-77767829314101,00141_93ac1a69-1581-4317-9e69-e982072eeaad,,personal,8058cd29-1297-4e77-ae78-34d53905d85e,2021/11/05,ローソンスリーエフ　鶴見向井町店　,ロソンスリエフ鶴見向井町店,
00-040943,鶴生第8954,太平洋製糖株式会社,,横浜市鶴見区大黒町13-46,横浜市鶴見区大黒町１３－４６,,太平洋製糖株式会社 ,455010511,糖類製造・加工業,,2021年11月8日,2117年12月31日,2021年11月8日,,141,太平洋製糖株式会社 ,045,045-501-0511,,,,横浜市鶴見区大黒町１３－４６,神奈川県横浜市鶴見区大黒町１３－４６,,78253,14,14101,大黒町,,2021/11/08,2021/11/08,,2117/12/31,太平洋製糖株式会社,,,,,,,,,,鶴生第8954,,糖類製造・加工業,,,,141_神奈川県_横浜市保健所_食品衛生(許可)_2021年11月まで全件_末日_新規、廃止 のコピー,E,9,,,太平洋製糖株式会社045-501-05117825314101,6366d903-77b7-457e-b6c2-d3dcb338e050,太平洋製糖株式会社,19b6fa88-bb38-4b62-96e3-4e5f90fd94b2,afbac2b5-96ce-48ce-a85b-3f28375ffc2e,2021/11/08,太平洋製糖株式会社,太平洋製糖株式会社,太平洋製糖株式会社
00-040944,鶴生指令第306,株式会社木曽路,,横浜市鶴見区諏訪坂5-20,横浜市鶴見区諏訪坂５－２０,,木曽路鶴見寺尾店 ,455715081,魚介類販売業,しゃぶしゃぶ・和食料理店,2021年11月11日,2028年11月10日,2021年11月11日,,141,木曽路鶴見寺尾店 ,045,045-571-5081,,,,横浜市鶴見区諏訪坂５－２０,神奈川県横浜市鶴見区諏訪坂５－２０,,78252,14,14101,諏訪坂,,2021/11/11,2021/11/11,,2028/11/10,株式会社木曽路,,,,,,,,,,鶴生指令第306,,魚介類販売業, しゃぶしゃぶ・和食料理店,,,141_神奈川県_横浜市保健所_食品衛生(許可)_2021年11月まで全件_末日_新規、廃止 のコピー,I,58,,,木曽路鶴見寺尾店045-571-50817825214101,00141_7ae85c21-1154-44c2-8752-4f21535714b8,株式会社木曽路,1da045ef-710e-4e3a-b76d-71af75a49207,fc57a670-dfdd-4ed9-9e54-28d7da1730d5,2021/11/11,木曽路鶴見寺尾店　,木曽路鶴見寺尾店,株式会社木曽路
00-040945,鶴生第8949,株式会社ソーワエンドレス,,横浜市鶴見区向井町4-88-3,横浜市鶴見区向井町４－８８－３,,株式会社ソーワエンドレス ,457176380,器具、容器包装の製造・加工業（合成樹脂が使用された器具又は容器包装の製造、加工に限る。）,,2021年11月2日,2117年12月31日,2021年11月2日,,141,株式会社ソーワエンドレス ,045,045-717-6380,,,,横浜市鶴見区向井町４－８８－３,神奈川県横浜市鶴見区向井町４－８８－３,,78296,14,14101,向井町４,,2021/11/02,2021/11/02,,2117/12/31,株式会社ソーワエンドレス,,,,,,,,,,鶴生第8949,,器具・容器・おもちゃ製造業,合成樹脂が使用された器具又は容器包装の製造、加工に限る。,,,141_神奈川県_横浜市保健所_食品衛生(許可)_2021年11月まで全件_末日_新規、廃止 のコピー,E,18,,,株式会社ソワエンドレス045-717-63807829614101,00653ee3-fa85-4036-b3bf-7495ffb02499,株式会社ソーワエンドレス,0eb4ad9e-7e9f-489f-9f90-bab41ac82667,f8dc89b0-52de-486d-95c9-5d8bdcaec2a8,2021/11/02,株式会社ソーワエンドレス　,株式会社ソワエンドレス,株式会社ソーワエンドレス
00-040947,鶴生第8963,生活協同組合ユーコープ,,横浜市鶴見区馬場4-37-10,横浜市鶴見区馬場４－３７－１０,,生活協同組合ユーコープ　馬場店 ,455824486,百貨店、総合スーパー,,2021年11月4日,2117年12月31日,2021年11月4日,,141,生活協同組合ユーコープ　馬場店 ,045,045-582-4486,,,,横浜市鶴見区馬場４－３７－１０,神奈川県横浜市鶴見区馬場４－３７－１０,,78272,14,14101,馬場４,,2021/11/04,2021/11/04,,2117/12/31,生活協同組合ユーコープ,,,,,,,,,,鶴生第8963,,百貨店、総合スーパー,,,,141_神奈川県_横浜市保健所_食品衛生(許可)_2021年11月まで全件_末日_新規、廃止 のコピー,I,56,561,5611,生活協同組合ユコプ馬場店045-582-44867827214101,00141_6ccdcbda-b753-48f3-b3d3-fa390261736c,生活協同組合ユーコープ,af2f6322-6591-45aa-b6a6-64d64e256102,c8238008-b06f-4d27-944f-8bcd39708452,2021/11/04,生活協同組合ユーコープ　馬場店　,生活協同組合ユコプ馬場店,生活協同組合ユーコープ
00-040948,鶴生第8964,株式会社ＪＲ東日本クロスステーション,,横浜市鶴見区鶴見中央1-1-1,横浜市鶴見区鶴見中央１－１－１,,NEWDAYS鶴見西口 ,455080051,コンビニエンスストア,,2021年11月3日,2117年12月31日,2021年11月3日,,141,NEWDAYS鶴見西口 ,045,045-508-0051,,,,横浜市鶴見区鶴見中央１－１－１,神奈川県横浜市鶴見区鶴見中央１－１－１,,78308,14,14101,鶴見中央１,,2021/11/03,2021/11/03,,2117/12/31,株式会社ＪＲ東日本クロスステーション,,,,,,,,,,鶴生第8964,,コンビニエンスストア,,,,141_神奈川県_横浜市保健所_食品衛生(許可)_2021年11月まで全件_末日_新規、廃止 のコピー,I,58,589,5891,ＮＥＷＤＡＹＳ鶴見西口045-508-00517830814101,00141_b447ba5b-9b05-421f-91cb-80d2aa4c30c9,株式会社ＪＲ東日本クロスステーション,d67d8dd6-2d67-4815-91bf-26774b446e7c,72358cf4-756b-4ab1-920d-4e74c8468aef,2021/11/03,ＮＥＷＤＡＹＳ鶴見西口　,ＮＥＷＤＡＹＳ鶴見西口,株式会社ＪＲ東日本クロスステーション
00-040949,鶴生第8968,株式会社セブン＆アイ・フードシステムズ,,横浜市鶴見区東寺尾5-9-13,横浜市鶴見区東寺尾５－９－１３,,デニーズ鶴見一国店 ,455763307,その他の食料・飲料販売業,ファミリーレストラン,2021年11月4日,2117年12月31日,2021年11月4日,,141,デニーズ鶴見一国店 ,045,045-576-3307,,,,横浜市鶴見区東寺尾５－９－１３,神奈川県横浜市鶴見区東寺尾５－９－１３,,78280,14,14101,東寺尾５,,2021/11/04,2021/11/04,,2117/12/31,株式会社セブン＆アイ・フードシステムズ,,,,,,,,,,鶴生第8968,,その他の食料品製造・加工業,(包装) ファミリーレストラン,,,141_神奈川県_横浜市保健所_食品衛生(許可)_2021年11月まで全件_末日_新規、廃止 のコピー,E,9,99,,デニズ鶴見一国店045-576-33077828014101,f184da92-9325-4e5d-b470-4f4aca438d48,株式会社セブン＆アイ・フードシステムズ,7171a0f2-7ae7-412e-ab81-f1c47e09d29d,e3089b2d-8d89-43ae-b22e-3d628e033f71,2021/11/04,デニーズ鶴見一国店　,デニズ鶴見一国店,株式会社セブン＆アイ・フードシステムズ
00-040950,鶴生第8969,株式会社にこにこ,,横浜市鶴見区下末吉1-13-20,横浜市鶴見区下末吉１－１３－２０,,末吉にこにこ保育園 ,455802526,集団給食施設,児童福祉事業,2021年11月4日,2117年12月31日,2021年11月4日,,141,末吉にこにこ保育園 ,045,045-580-2526,,,,横浜市鶴見区下末吉１－１３－２０,神奈川県横浜市鶴見区下末吉１－１３－２０,,78243,14,14101,下末吉１,,2021/11/04,2021/11/04,,2117/12/31,株式会社にこにこ,,,,,,,,,,鶴生第8969,,給食施設, 児童福祉事業,,,141_神奈川県_横浜市保健所_食品衛生(許可)_2021年11月まで全件_末日_新規、廃止 のコピー,M,77,,,末吉にこにこ保育園045-580-25267824314101,fa4f52de-3f35-4c43-b1e8-f67ceecbd911,株式会社にこにこ,ee21d8c4-fd10-4d4d-9414-3492e1719f59,3394acb5-f3db-4d15-9ef3-fdb457d28d1b,2021/11/04,末吉にこにこ保育園　,末吉にこにこ保育園,株式会社にこにこ
00-040952,鶴生第8972,株式会社ニュー・クイック,,横浜市鶴見区鶴見中央1-1-2 シァル鶴見1F,横浜市鶴見区鶴見中央１－１－２,シァル鶴見１F,ニュー・クイック　鶴見 ,455050291,その他の食料・飲料販売業,,2021年11月4日,2117年12月31日,2021年11月4日,,141,ニュー・クイック　鶴見 ,045,045-505-0291,,,,横浜市鶴見区鶴見中央１－１－２,神奈川県横浜市鶴見区鶴見中央１－１－２,シァル鶴見１F,78308,14,14101,鶴見中央１,,2021/11/04,2021/11/04,,2117/12/31,株式会社ニュー・クイック,,,,,,,,,,鶴生第8972,,その他の食料品製造・加工業,(包装),,,141_神奈川県_横浜市保健所_食品衛生(許可)_2021年11月まで全件_末日_新規、廃止 のコピー,E,9,99,,ニュクイック鶴見045-505-02917830814101,7fb74191-ab0a-434d-a106-c273891c53e2,株式会社ニュー・クイック,c85d83e9-20a0-4848-8287-504819979b4e,e9b09a7f-28b4-4c39-b3f7-171eea6828d1,2021/11/04,ニュー・クイック　鶴見　,ニュクイック鶴見,株式会社ニュー・クイック
